0.487,0.47,0.334,0.174
0.472,0.458,0.361,0.179
0.496,0.458,0.364,0.194
0.492,0.444,0.378,0.18
0.51,0.467,0.366,0.177
0.488,0.414,0.351,0.174
0.485,0.457,0.332,0.18
0.491,0.433,0.37,0.2
0.499,0.448,0.383,0.181
0.459,0.471,0.36,0.17
0.52,0.443,0.345,0.178
0.481,0.42,0.346,0.191
0.483,0.446,0.339,0.191
0.483,0.441,0.361,0.192
0.488,0.443,0.311,0.18
0.515,0.441,0.342,0.178
0.487,0.407,0.35,0.175
0.491,0.454,0.357,0.169
0.469,0.42,0.347,0.173
0.473,0.401,0.297,0.179
0.482,0.425,0.334,0.171
0.479,0.422,0.341,0.181
0.452,0.42,0.344,0.191
0.478,0.419,0.336,0.185
0.486,0.418,0.338,0.174
0.462,0.44,0.305,0.212
0.456,0.428,0.312,0.169
0.451,0.378,0.327,0.187
0.455,0.422,0.306,0.184
0.454,0.425,0.336,0.181
0.462,0.395,0.304,0.201
0.466,0.379,0.31,0.21
0.424,0.424,0.308,0.171
0.425,0.379,0.294,0.183
0.462,0.404,0.322,0.19
0.477,0.402,0.304,0.186
0.455,0.395,0.316,0.192
0.446,0.392,0.288,0.169
0.443,0.358,0.305,0.181
0.44,0.421,0.268,0.196
0.457,0.364,0.306,0.182
0.415,0.382,0.282,0.191
0.478,0.351,0.29,0.169
0.453,0.403,0.294,0.167
0.457,0.386,0.286,0.175
0.432,0.367,0.295,0.183
0.463,0.378,0.275,0.203
0.44,0.355,0.31,0.193
0.448,0.365,0.273,0.203
0.409,0.359,0.283,0.176
0.384,0.375,0.271,0.178
0.44,0.363,0.298,0.183
0.431,0.369,0.285,0.185
0.396,0.354,0.285,0.209
0.408,0.339,0.305,0.154
0.412,0.376,0.275,0.194
0.403,0.361,0.256,0.175
0.397,0.343,0.282,0.177
0.401,0.331,0.269,0.197
0.379,0.348,0.289,0.166
0.42,0.35,0.27,0.18
0.398,0.327,0.267,0.179
0.386,0.334,0.284,0.179
0.383,0.342,0.269,0.202
0.37,0.355,0.298,0.152
0.388,0.338,0.257,0.168
0.391,0.316,0.281,0.192
0.368,0.366,0.247,0.187
0.4,0.355,0.263,0.189
0.395,0.341,0.277,0.166
0.404,0.316,0.275,0.193
0.409,0.327,0.246,0.181
0.394,0.335,0.235,0.213
0.397,0.347,0.26,0.197
0.386,0.322,0.249,0.196
0.373,0.331,0.257,0.189
0.414,0.318,0.234,0.175
0.371,0.334,0.246,0.202
0.392,0.314,0.264,0.189
0.389,0.318,0.271,0.188
