0.53,0.39,0.39,0.22
0.38,0.52,0.29,0.24
0.53,0.41,0.39,0.13
0.56,0.46,0.38,0.13
0.46,0.5,0.35,0.21
0.56,0.44,0.4,0.22
0.53,0.47,0.35,0.16
0.48,0.44,0.38,0.17
0.56,0.47,0.36,0.21
0.5,0.58,0.3,0.21
0.48,0.37,0.31,0.11
0.41,0.47,0.43,0.17
0.51,0.46,0.39,0.18
0.54,0.33,0.31,0.17
0.5,0.35,0.42,0.22
0.47,0.5,0.38,0.12
0.54,0.55,0.45,0.16
0.52,0.45,0.3,0.16
0.47,0.32,0.35,0.16
0.46,0.45,0.35,0.24
0.59,0.52,0.28,0.24
0.41,0.36,0.28,0.19
0.46,0.39,0.36,0.14
0.47,0.33,0.33,0.16
0.46,0.41,0.44,0.09
0.47,0.39,0.33,0.24
0.41,0.42,0.3,0.28
0.52,0.45,0.28,0.18
0.47,0.41,0.4,0.13
0.43,0.38,0.36,0.2
0.52,0.37,0.29,0.11
0.39,0.42,0.29,0.15
0.34,0.41,0.32,0.16
0.47,0.39,0.22,0.21
0.42,0.41,0.32,0.23
0.49,0.39,0.4,0.2
0.48,0.37,0.36,0.18
0.56,0.34,0.29,0.17
0.41,0.35,0.22,0.21
0.5,0.39,0.27,0.21
0.4,0.46,0.27,0.22
0.39,0.42,0.34,0.2
0.38,0.43,0.24,0.19
0.5,0.45,0.25,0.17
0.47,0.35,0.33,0.22
0.42,0.34,0.3,0.24
0.4,0.37,0.28,0.19
0.43,0.35,0.3,0.26
0.49,0.36,0.36,0.24
0.41,0.38,0.28,0.27
0.48,0.35,0.2,0.1
0.39,0.33,0.28,0.25
0.39,0.42,0.28,0.13
0.38,0.35,0.27,0.23
0.33,0.41,0.28,0.17
0.42,0.33,0.31,0.15
0.38,0.47,0.23,0.18
0.37,0.32,0.36,0.19
0.39,0.32,0.29,0.18
0.4,0.28,0.31,0.16
0.33,0.35,0.33,0.11
0.4,0.35,0.36,0.14
0.33,0.37,0.28,0.16
0.43,0.32,0.28,0.23
0.44,0.31,0.24,0.12
0.38,0.24,0.23,0.21
0.39,0.31,0.27,0.19
0.35,0.34,0.25,0.22
0.43,0.29,0.32,0.13
0.37,0.31,0.28,0.23
0.4,0.4,0.25,0.22
0.39,0.3,0.24,0.19
0.38,0.34,0.27,0.17
0.34,0.29,0.27,0.17
0.41,0.27,0.22,0.2
0.41,0.32,0.31,0.11
0.36,0.36,0.3,0.13
0.3,0.23,0.37,0.22
0.33,0.29,0.28,0.2
0.44,0.43,0.22,0.15
