sig_vals,mu_vals,eff_vals,p_outbreak_th,final_size_mean_th,final_size_q90_th,final_size_q75_th,final_size_q50_th,final_size_q25_th,p_outbreak,final_size_mean,final_size_q90,final_size_q75,final_size_q50,final_size_q25
5.75,5.28287131316753e-07,0.500000034995629,0.168,53.8214285714286,133.7,76.5,32.5,17,0.489,10.639,24.5,4,1,1
6,1.17986104466931e-06,0.50000007516772,0.177,50.9435028248588,116.6,69,35,18,0.513,10.759,30,5,2,1
6.25,6.99633285475155e-07,0.500000042925422,0.187,58.0320855614973,146.6,90.75,30,16,0.508,12.488,28.5,5,2,1
6.5,-8.93604202496835e-07,0.49999994713311,0.174,51,128.4,71,28.5,16,0.518,10.693,23.5,5,2,1
6.75,1.50103807120642e-07,0.500000008573189,0.177,55.1468926553672,119.8,90,38,17,0.489,11.424,29.5,5,1,1
7,-1.75798248939741e-06,0.499999902956909,0.181,50.121546961326,116.8,69,31,16,0.513,10.784,26,5,2,1
7.25,1.70062818367188e-06,0.50000009082761,0.178,50.4157303370786,125.7,69,28.5,15,0.495,10.627,23,5,1,1
7.5,-5.63232366165438e-07,0.499999970866833,0.215,54,130,78.75,32,15,0.517,13.171,37,6,2,1
7.75,-6.18506656172942e-08,0.499999996898689,0.183,45.9071038251366,110.4,65.5,29,14.25,0.507,10.084,24,5,2,1
8,-7.22855883675927e-07,0.49999996483258,0.186,48.005376344086,119.8,62,28,15,0.521,10.657,25,5,2,1
8.25,1.65577469244368e-06,0.500000078224801,0.17,47.6705882352941,127,60,27,15,0.493,9.787,21,5,1,1
8.5,2.01744587747383e-06,0.500000092629028,0.168,50.5595238095238,128.8,73,30,17,0.491,10.21,25,5,1,1
8.75,-2.46143441935259e-07,0.499999989008286,0.193,53.2279792746114,136.6,76,29,16,0.531,12.003,27,6,2,1
9,-3.62995865203425e-07,0.499999984223007,0.197,51.2791878172589,115.8,71,33,16,0.516,11.691,32,5,2,1
9.25,-1.89645339681268e-07,0.499999991971976,0.185,51.8540540540541,130,71.25,35,15,0.505,11.225,29.5,5,2,1
9.5,2.3756613964976e-06,0.500000098011868,0.168,49.2083333333333,110.7,67.5,33,15.5,0.49,10.041,24,5,1,1
9.75,1.01808502919965e-06,0.500000040961588,0.139,52.6330935251799,122.6,74.75,34,17,0.46,9.054,18.5,4,1,1
10,1.34155243263767e-06,0.500000052669286,0.192,54.7083333333333,135.9,82.5,31.5,16.5,0.51,12.207,30,6,2,1
10.25,-9.67458330377114e-07,0.49999996291606,0.165,54.0424242424242,134,77.75,34,16,0.48,10.662,23,5,1,1
10.5,1.14217105378818e-08,0.500000000427685,0.181,54.0718232044199,128.2,79.5,35,16,0.49,11.493,30.5,5,1,1
10.75,-1.11622839752311e-06,0.499999959148103,0.166,49.6987951807229,112.5,73,30.5,15,0.492,10.013,21.5,5,1,1
11,-1.8406394745395e-07,0.499999993412666,0.166,49.1987951807229,115.9,61,32,14,0.489,9.922,23,5,1,1
11.25,6.50306592012399e-07,0.500000022769242,0.184,53.6141304347826,127.7,77,31,16,0.533,11.637,28,6,2,1
11.5,2.88488053873736e-06,0.500000098865842,0.179,55.7765363128492,127.4,82.25,35,18,0.529,11.77,33,5,2,1
11.75,-1.00525053558338e-06,0.499999966265701,0.179,48.5921787709497,108.6,76,28,14,0.505,10.433,23.5,5.5,2,1
12,-1.22318130477027e-06,0.499999959788469,0.163,57.8220858895706,139.2,87.75,32,17.25,0.5,11.172,23,5,1.5,1
12.25,5.82695707021527e-07,0.500000018773293,0.177,54.0621468926554,124.8,81.75,36,18,0.499,11.23,30,5,1,1
12.5,2.40564560180262e-06,0.500000075986882,0.174,45.4597701149425,101.1,62,34,18,0.515,9.71,28,6,2,1
12.75,-2.32954373121947e-06,0.499999927831184,0.177,48.6327683615819,124,61.75,30,16.75,0.488,10.289,24.5,5,1,1
13,-2.9739836839805e-06,0.499999909604577,0.194,47.3144329896907,115.3,59,31.5,15,0.524,10.841,30,6,2,1
13.25,2.32454770884796e-07,0.500000006934694,0.159,56.0440251572327,138.2,76,40,22,0.496,10.741,28.5,5,1,1
13.5,-1.19255482162257e-06,0.49999996507035,0.182,49.2527472527473,109.3,67,32,15,0.517,10.583,28,5,2,1
13.75,1.39312694174544e-06,0.500000040075148,0.157,51.3821656050955,110.8,76,38,19,0.508,9.884,25,5,2,1
14,2.33622209191009e-06,0.500000066024245,0.181,55.707182320442,129,87.75,37,16,0.513,11.81,28.5,6,2,1
14.25,-8.38633841984122e-07,0.499999976708456,0.186,54.758064516129,135.3,76,31,17,0.491,11.849,26,5,1,1
14.5,3.50514766553215e-06,0.5000000956966,0.199,50.5175879396985,121.6,64,33,17,0.499,11.69,32.5,6,1,1
14.75,-3.3445300832926e-06,0.499999910213154,0.191,54.3246073298429,132.8,80,35,16,0.521,12.067,33.5,6,2,1
15,-1.08761634724175e-06,0.499999971281611,0.172,46.8372093023256,103.3,64.5,28,15,0.506,9.783,24,5,2,1
15.25,2.23381244506423e-07,0.500000005803018,0.171,51.5964912280702,123,75,31,15,0.477,10.476,25.5,5,1,1
15.5,-3.77279925787564e-06,0.499999903549434,0.18,49.8611111111111,124.5,66,31,15.5,0.508,10.641,23,5,2,1
15.75,4.54621561783599e-08,0.500000001144026,0.178,53.8988764044944,135.7,71,31,15,0.537,11.395,25,5,2,1
16,-4.07934603893478e-07,0.499999989893001,0.188,47.436170212766,107.7,68,31,15,0.489,10.498,29,5,1,1
16.25,1.05535870496604e-06,0.500000025750303,0.17,49.7176470588235,125.5,72,29,14,0.513,10.285,19.5,5,2,1
16.5,9.29415643897188e-07,0.500000022337856,0.187,52.2620320855615,133,78.25,29,15,0.514,11.489,26,6,2,1
16.75,-3.16741122859827e-07,0.499999992499664,0.173,54.4277456647399,129,82,33,17,0.519,11.222,26,5,2,1
17,-1.08522296293212e-06,0.49999997467587,0.189,51.5502645502646,119.8,73.25,36,17,0.484,11.402,33.5,6,1,1
17.25,-3.70716103496423e-06,0.499999914731856,0.173,51.3757225433526,120.4,76.25,33,16,0.47,10.476,29,4,1,1
17.5,-3.29939371258088e-06,0.499999925183481,0.173,52.6878612716763,143.8,62.75,32,17,0.48,10.875,24,5.5,1,1
17.75,3.04488363801035e-06,0.500000068082896,0.167,44.7604790419162,109.8,57.5,27,16,0.509,9.361,21.5,6,2,1
18,-1.15327312155077e-06,0.499999974567639,0.169,50.4201183431953,116.6,74.25,33,16,0.517,10.273,24.5,5,2,1
18.25,4.27419508269624e-06,0.500000092977468,0.169,50.1420118343195,118,71.5,29,16,0.479,10.199,23.5,5,1,1
18.5,-2.07927510270873e-07,0.499999995537457,0.177,44.2881355932203,98.6,55,27,15,0.493,9.577,23,5,1,1
18.75,6.67746513588671e-07,0.500000014141907,0.176,51.9715909090909,118,73,30,18,0.503,10.901,27,5,2,1
19,3.07776258505022e-06,0.50000006433263,0.198,52.1111111111111,116.4,79,33,17,0.52,11.998,32,6,2,1
19.25,-2.63188076474419e-06,0.499999945695542,0.185,48.3621621621622,116,67.75,29,15.75,0.502,10.603,26.5,5,2,1
19.5,5.07026677406756e-07,0.500000010328685,0.173,47.0115606936416,116.2,65.75,30,16,0.496,9.874,24,5,1,1
19.75,1.07554721560792e-06,0.500000021635045,0.18,46.4722222222222,123,57.5,26,16,0.535,10.209,24,6,2,1
20,1.71091590581375e-06,0.500000033989036,0.192,52.578125,141,70.5,33,15,0.505,11.719,30.5,6,2,1
