x_logit_normal,pdf_logit_normal_mu_-1,pdf_logit_normal_mu_0,pdf_logit_normal_mu_1
0.676,0.625011709227392,0.851187790304541,0.902794691106232
0.677,0.624779185360593,0.851843667641392,0.904523023342355
0.678,0.624548820374055,0.852504456958409,0.906261026118852
0.679,0.62432061125434,0.853170182048263,0.908008771430862
0.68,0.624094555017468,0.853840866951104,0.909766332035435
0.681,0.623870648708462,0.854516535957097,0.911533781461584
0.682,0.623648889400888,0.855197213609004,0.913311194020489
0.683,0.623429274196391,0.855882924704792,0.915098644815876
0.684,0.62321180022422,0.856573694300289,0.916896209754559
0.685,0.622996464640749,0.857269547711873,0.918703965557152
0.686,0.622783264628994,0.857970510519194,0.920521989768959
0.687,0.622572197398112,0.858676608567943,0.922350360771041
0.688,0.622363260182905,0.859387867972655,0.924189157791464
0.689,0.622156450243309,0.860104315119554,0.926038460916731
0.69,0.621951764863875,0.860825976669436,0.927898351103404
0.691,0.621749201353243,0.8615528795606,0.929768910189919
0.692,0.62154875704361,0.86228505101181,0.931650220908591
0.693,0.621350429290184,0.863022518525307,0.93354236689783
0.694,0.621154215470628,0.863765309889865,0.935445432714546
0.695,0.620960112984504,0.864513453183883,0.937359503846775
0.696,0.620768119252695,0.865266976778531,0.939284666726507
0.697,0.620578231716826,0.866025909340934,0.941221008742739
0.698,0.620390447838669,0.866790279837403,0.943168618254737
0.699,0.620204765099536,0.867560117536718,0.94512758460553
0.7,0.620021180999672,0.868335452013451,0.947097998135637
0.701,0.619839693057618,0.869116313151338,0.949079950197014
0.702,0.619660298809583,0.869902731146707,0.95107353316725
0.703,0.619482995808782,0.870694736511949,0.953078840464008
0.704,0.619307781624781,0.871492360079036,0.955095966559702
0.705,0.619134653842817,0.8722956330031,0.95712500699644
0.706,0.618963610063108,0.873104586766058,0.959166058401214
0.707,0.618794647900149,0.873919253180291,0.961219218501365
0.708,0.618627764981995,0.874739664392371,0.963284586140305
0.709,0.618462958949524,0.875565852886855,0.96536226129352
0.71,0.618300227455696,0.876397851490122,0.967452345084854
0.711,0.618139568164781,0.877235693374276,0.969554939803072
0.712,0.617980978751586,0.878079412061094,0.971670148918722
0.713,0.617824456900654,0.878929041426048,0.97379807710129
0.714,0.617670000305452,0.879784615702371,0.975938830236661
0.715,0.617517606667541,0.880646169485194,0.978092515444885
0.716,0.617367273695723,0.881513737735736,0.980259241098271
0.717,0.617218999105176,0.88238735578556,0.982439116839789
0.718,0.617072780616566,0.883267059340895,0.984632253601817
0.719,0.616928615955139,0.884152884487013,0.986838763625214
0.72,0.616786502849794,0.88504486769268,0.989058760478742
0.721,0.616646439032131,0.885943045814666,0.991292359078839
0.722,0.616508422235488,0.88684745610233,0.993539675709751
0.723,0.616372450193938,0.887758136202265,0.995800828044032
0.724,0.616238520641282,0.888675124163017,0.998075935163414
0.725,0.616106631310005,0.889598458439875,1.00036511758006
0.726,0.615976779930212,0.89052817789973,1.00266849725823
0.727,0.615848964228539,0.891464321826007,1.00498619763629
0.728,0.61572318192704,0.892406929923675,1.00731834364921
0.729,0.615599430742041,0.893356042324328,1.0096650617514
0.73,0.615477708382974,0.894311699591343,1.01202647994002
0.731,0.615358012551179,0.89527394272512,1.01440272777871
0.732,0.615240340938675,0.896242813168393,1.01679393642179
0.733,0.615124691226905,0.89721835281163,1.01920023863885
0.734,0.615011061085447,0.898200603998511,1.02162176883989
0.735,0.614899448170695,0.899189609531486,1.02405866310086
0.736,0.614789850124503,0.900185412677424,1.02651105918974
0.737,0.614682264572806,0.901188057173342,1.0289790965931
0.738,0.614576689124189,0.902197587232224,1.03146291654313
0.739,0.614473121368436,0.90321404754893,1.03396266204527
0.74,0.614371558875035,0.904237483306191,1.03647847790628
0.741,0.614271999191641,0.905267940180701,1.03901051076295
0.742,0.614174439842511,0.906305464349298,1.04155890911126
0.743,0.614078878326883,0.907350102495242,1.04412382333619
0.744,0.613985312117331,0.908401901814589,1.04670540574209
0.745,0.61389373865806,0.909460910022663,1.04930381058363
0.746,0.613804155363172,0.910527175360626,1.05191919409737
0.747,0.613716559614869,0.911600746602155,1.05455171453394
