Eff_vals_pdf,dt_0wk_conv,dt_5wk_conv,dt_10wk_conv,dt_15wk_conv,dt_20wk_conv,dt_25wk_conv,dt_30wk_conv,dt_35wk_conv,dt_40wk_conv,dt_45wk_conv,dt_50wk_conv
0.586,0.536934266970083,0.683100874903648,0.832227197384983,0.970178227398812,1.08221537596322,1.15512353530571,1.17976558073954,1.15296352227187,1.0781718019912,0.964745869688008,0.826019772286099
0.587,0.539310550165119,0.685702707690528,0.834878271589891,0.972664373100298,1.08431487527918,1.15664578411015,1.18058673503795,1.15304956359043,1.07758269601819,0.963619984803231,0.824543446946085
0.588,0.541698800001058,0.6883159793779,0.837539277654263,0.975158185923452,1.08641940719509,1.15817054537829,1.18140845055786,1.15313508696125,1.07699294185507,0.962494117651021,0.823068284686404
0.589,0.544099100804441,0.690940764739788,0.840210275612814,0.977659708525544,1.08852899712677,1.15969782976205,1.18223072696647,1.15322008491278,1.07640252783353,0.961368253999436,0.821594269228035
0.59,0.54651153765132,0.693577139160632,0.842891325936052,0.980168983818335,1.09064367058337,1.16122764788539,1.18305356383069,1.15330454984849,1.07581144217411,0.960242379545131,0.820121384273245
0.591,0.548936196375404,0.696225178641455,0.845582489534278,0.982686054970074,1.09276345316777,1.16276001034371,1.18387696061609,1.15338847404575,1.07521967298525,0.959116479912587,0.818649613504946
0.592,0.551373163576313,0.69888495980611,0.84828382776163,0.9852109654075,1.09488837057705,1.16429492770324,1.18470091668579,1.15347184965463,1.07462720826231,0.957990540653346,0.81717894058606
0.593,0.553822526627932,0.701556559907597,0.850995402420164,0.987743758817865,1.09701844860281,1.16583241050035,1.18552543129935,1.15355466869677,1.07403403588659,0.956864547245226,0.815709349158877
0.594,0.55628437368688,0.704240056834459,0.853717275763988,0.99028447915097,1.09915371313163,1.16737246924096,1.18635050361164,1.15363692306417,1.07344014362425,0.955738485091529,0.814240822844404
0.595,0.558758793701081,0.706935529117246,0.856449510503425,0.992833170621214,1.1012941901454,1.16891511439981,1.18717613267165,1.15371860451797,1.07284551912535,0.954612339520246,0.812773345241713
0.596,0.561245876418456,0.709643055935069,0.859192169809234,0.995389877709663,1.10343990572179,1.17046035641983,1.18800231742133,1.15379970468724,1.07225014992276,0.953486095783238,0.811306899927287
0.597,0.563745712395717,0.712362717122223,0.861945317316865,0.997954645166128,1.10559088603454,1.17200820571134,1.18882905669438,1.15388021506767,1.07165402343112,0.95235973905542,0.809841470454356
0.598,0.566258393007282,0.715094593174894,0.864709017130767,1.00052751801126,1.10774715735388,1.17355867265144,1.18965634921502,1.15396012702037,1.07105712694572,0.951233254433924,0.808377040352232
0.599,0.568784010454306,0.717838765257945,0.867483333828732,1.00310854153867,1.10990874604688,1.17511176758315,1.19048419359674,1.15403943177051,1.07045944764147,0.950106626937262,0.806913593125638
0.6,0.571322657773829,0.720595315211783,0.870268332466293,1.00569776131703,1.11207567857784,1.17666750081472,1.19131258834103,1.15411812040602,1.06986097257173,0.948979841504468,0.805451112254033
0.601,0.57387442884804,0.723364325559314,0.873064078581165,1.00829522319226,1.11424798150858,1.1782258826188,1.19214153183607,1.15419618387627,1.06926168866718,0.947852882994237,0.803989581190931
0.602,0.576439418413672,0.726145879512975,0.875870638197732,1.01090097328963,1.11642568149885,1.17978692323169,1.19297102235542,1.15427361299065,1.06866158273474,0.94672573618405,0.802528983363215
0.603,0.579017722071511,0.728940060981859,0.878688077831588,1.01351505801598,1.11860880530662,1.18135063285242,1.19380105805667,1.15435039841728,1.0680606414563,0.945598385769286,0.801069302170449
0.604,0.581609436296031,0.731746954578919,0.881516464494112,1.01613752406189,1.12079737978845,1.18291702164202,1.19463163698007,1.15442653068148,1.06745885138765,0.944470816362328,0.799610520984181
0.605,0.584214658445168,0.734566645628264,0.884355865697111,1.01876841840385,1.12299143189976,1.18448609972255,1.19546275704712,1.15450200016443,1.06685619895719,0.943343012491654,0.798152623147243
0.606,0.586833486770203,0.737399220172544,0.887206349457494,1.02140778830656,1.12519098869521,1.18605787717628,1.19629441605918,1.1545767971017,1.06625267046477,0.942214958600916,0.796695591973046
0.607,0.589466020425797,0.740244764980426,0.890067984302008,1.02405568132509,1.12739607732893,1.18763236404473,1.19712661169597,1.15465091158173,1.06564825208042,0.941086639048012,0.795239410744866
0.608,0.592112359480145,0.743103367554156,0.89294083927202,1.02671214530716,1.1296067250549,1.18920957032778,1.19795934151414,1.15472433354435,1.06504292984311,0.939958038104139,0.793784062715133
0.609,0.594772604925267,0.745975116137222,0.895824983928349,1.0293772283954,1.13182295922715,1.1907895059827,1.19879260294576,1.15479705277926,1.0644366896595,0.938829139952844,0.792329531104706
