Eff_vals_pdf,dt_0wk_conv,dt_5wk_conv,dt_10wk_conv,dt_15wk_conv,dt_20wk_conv,dt_25wk_conv,dt_30wk_conv,dt_35wk_conv,dt_40wk_conv,dt_45wk_conv,dt_50wk_conv
0.09,0.03,0.0699999999999999,0.05,0.16,0.18,0.3,0.57,0.949999999999999,1.28,1.31,2.19
0.091,0,0.05,0.12,0.11,0.2,0.39,0.679999999999999,1.04,0.959999999999999,1.51,1.96
0.092,0.04,0.05,0.05,0.19,0.32,0.46,0.58,0.899999999999999,1.05,1.55,1.86
0.093,0.00999999999999999,0.05,0.05,0.0999999999999999,0.27,0.33,0.669999999999999,0.829999999999999,1.11,1.43,2.05
0.094,0.03,0.0699999999999999,0.11,0.18,0.22,0.44,0.539999999999999,0.939999999999999,0.989999999999999,1.62,2.11
0.095,0.0599999999999999,0.04,0.0999999999999999,0.22,0.2,0.51,0.549999999999999,0.909999999999999,1.18,1.71,1.98
0.096,0.03,0.00999999999999999,0.0599999999999999,0.17,0.28,0.3,0.519999999999999,0.899999999999999,1.22,1.55,2.04
0.097,0,0.04,0.0899999999999999,0.14,0.31,0.32,0.629999999999999,0.819999999999999,1.14,1.78,1.85
0.098,0.00999999999999999,0.0699999999999999,0.02,0.14,0.2,0.32,0.659999999999999,0.989999999999999,1.35,1.67,2.05
0.099,0.03,0.0699999999999999,0.0699999999999999,0.11,0.21,0.5,0.58,0.829999999999999,1.12,1.75,1.96
0.1,0.03,0.0599999999999999,0.0899999999999999,0.16,0.23,0.37,0.709999999999999,0.869999999999999,1.14,1.65,1.86
0.101,0.05,0.0599999999999999,0.0699999999999999,0.16,0.19,0.39,0.619999999999999,0.929999999999999,1.24,1.45,1.8
0.102,0.03,0.0599999999999999,0.0799999999999999,0.14,0.3,0.41,0.519999999999999,0.849999999999999,1.42,1.62,2.03
0.103,0.05,0.03,0.0699999999999999,0.21,0.29,0.39,0.59,0.979999999999999,1.16,1.85,1.81
0.104,0.0200000000000003,0.0400000000000005,0.100000000000001,0.220000000000003,0.270000000000004,0.370000000000005,0.580000000000008,0.710000000000009,1.27000000000002,1.60000000000002,1.79000000000002
0.105,0.0599999999999999,0.00999999999999999,0.14,0.15,0.3,0.31,0.599999999999999,0.849999999999999,1.09,1.72,1.88
0.106,0.00999999999999999,0.05,0.14,0.12,0.3,0.41,0.739999999999999,0.989999999999999,1.32,1.39,1.89
0.107,0.03,0.05,0.0799999999999999,0.22,0.38,0.45,0.709999999999999,0.789999999999999,1.25,1.53,2
0.108,0.02,0.05,0.0999999999999999,0.18,0.26,0.36,0.749999999999999,0.879999999999999,1.09,1.63,1.85
0.109,0.03,0.0999999999999999,0.0599999999999999,0.18,0.32,0.5,0.659999999999999,0.929999999999999,1.22,1.47,1.82
0.11,0.00999999999999999,0.0999999999999999,0.14,0.13,0.25,0.44,0.629999999999999,0.989999999999999,1.22,1.37,2.07
0.111,0.02,0.05,0.19,0.0999999999999999,0.37,0.42,0.689999999999999,0.929999999999999,1.21,1.56,1.9
0.112,0.00999999999999999,0.0599999999999999,0.0599999999999999,0.26,0.29,0.44,0.659999999999999,0.829999999999999,1.28,1.53,1.72
0.113,0.00999999999999999,0.0599999999999999,0.0699999999999999,0.14,0.33,0.519999999999999,0.649999999999999,0.719999999999999,1.12,1.79,1.92
0.114,0.03,0.0899999999999999,0.0699999999999999,0.15,0.24,0.45,0.59,0.899999999999999,1.26,1.64,1.94
0.115,0.04,0.0599999999999999,0.03,0.11,0.25,0.58,0.689999999999999,0.779999999999999,1.31,1.64,1.98
0.116,0.03,0.05,0.0899999999999999,0.15,0.35,0.49,0.779999999999999,0.989999999999999,1.11,1.61,1.93
0.117,0.04,0.03,0.12,0.17,0.24,0.5,0.789999999999999,0.969999999999999,1.03,1.84,1.89
0.118,0.03,0.05,0.12,0.15,0.25,0.51,0.879999999999999,0.829999999999999,1.11,1.49,1.93
0.119,0.0600000000000008,0.100000000000001,0.140000000000002,0.220000000000003,0.330000000000004,0.510000000000007,0.690000000000009,0.820000000000011,1.21000000000002,1.52000000000002,1.82000000000002
0.12,0.03,0.03,0.11,0.22,0.38,0.46,0.809999999999999,0.839999999999999,1.22,1.55,1.98
0.121,0.04,0.04,0.0799999999999999,0.22,0.26,0.549999999999999,0.559999999999999,0.899999999999999,1.16,1.61,2.08
0.122,0.0599999999999999,0.0999999999999999,0.14,0.16,0.38,0.37,0.759999999999999,0.769999999999999,1.23,1.6,1.77
0.123,0.03,0.05,0.18,0.15,0.38,0.47,0.639999999999999,0.859999999999999,1.26,1.71,1.69
0.124,0.03,0.0899999999999999,0.15,0.24,0.22,0.45,0.729999999999999,1.06,1.3,1.57,2.04
0.125,0.02,0.05,0.13,0.22,0.29,0.46,0.799999999999999,0.909999999999999,1.44,1.57,2.02
0.126,0.02,0.0699999999999999,0.12,0.24,0.3,0.46,0.639999999999999,0.909999999999999,1.4,1.5,1.99
0.127,0.05,0.02,0.0999999999999999,0.16,0.27,0.5,0.779999999999999,1.08,1.35,1.53,1.74
0.128,0.0699999999999999,0.04,0.0699999999999999,0.16,0.35,0.519999999999999,0.659999999999999,0.939999999999999,1.34,1.65,1.88
0.129,0.04,0.0599999999999999,0.13,0.19,0.3,0.49,0.679999999999999,0.949999999999999,1.39,1.56,1.93
0.13,0.0599999999999999,0.0899999999999999,0.15,0.21,0.31,0.599999999999999,0.709999999999999,0.799999999999999,1.27,1.5,1.68
0.131,0.04,0.04,0.12,0.0999999999999999,0.34,0.45,0.789999999999999,1.08,1.14,1.38,2.04
0.132,0.0599999999999999,0.0599999999999999,0.0699999999999999,0.23,0.29,0.41,0.699999999999999,1.17,1.28,1.55,2.12
0.133,0.03,0.0599999999999999,0.19,0.21,0.37,0.41,0.699999999999999,1.02,1.38,1.63,1.97
0.134,0.00999999999999999,0.0799999999999999,0.19,0.31,0.3,0.5,0.699999999999999,0.839999999999999,1.42,1.44,1.85
0.135,0.04,0.0599999999999999,0.13,0.18,0.24,0.51,0.57,0.939999999999999,1.26,1.34,1.83
0.136,0,0.13,0.13,0.25,0.28,0.47,0.709999999999999,0.969999999999999,1.45,1.57,1.74
0.137,0.04,0.12,0.0799999999999999,0.19,0.34,0.549999999999999,0.769999999999999,1.02,1.1,1.52,1.85
0.138,0.05,0.0599999999999999,0.22,0.25,0.37,0.619999999999999,0.59,1.09,1.29,1.69,2.12
0.139,0.03,0.0999999999999999,0.0799999999999999,0.35,0.28,0.58,0.859999999999999,0.879999999999999,1.25,1.46,1.83
0.14,0.05,0.05,0.17,0.18,0.31,0.57,0.599999999999999,0.929999999999999,1.23,1.37,1.83
0.141,0.0799999999999999,0.05,0.16,0.28,0.42,0.519999999999999,0.799999999999999,0.939999999999999,1.14,1.49,1.95
0.142,0.0599999999999999,0.12,0.0799999999999999,0.23,0.39,0.529999999999999,0.779999999999999,0.929999999999999,1.13,1.71,1.5
0.143,0.0699999999999999,0.13,0.0799999999999999,0.26,0.3,0.58,0.789999999999999,0.999999999999999,1.16,1.49,1.88
0.144,0.0600000000000016,0.110000000000003,0.190000000000005,0.230000000000006,0.310000000000008,0.470000000000013,0.610000000000016,1.09000000000003,1.22000000000003,1.57000000000004,1.64000000000004
0.145,0.02,0.03,0.13,0.23,0.43,0.549999999999999,0.669999999999999,0.869999999999999,1.42,1.32,1.93
0.146,0.0599999999999999,0.0699999999999999,0.14,0.29,0.39,0.519999999999999,0.599999999999999,1.01,1.32,1.59,1.79
0.147,0.0899999999999999,0.0599999999999999,0.14,0.21,0.42,0.47,0.699999999999999,1.04,1.41,1.56,2.01
0.148,0.05,0.03,0.0799999999999999,0.16,0.38,0.599999999999999,0.659999999999999,0.899999999999999,1.45,1.53,1.69
0.149,0.00999999999999999,0.04,0.15,0.31,0.49,0.649999999999999,0.689999999999999,0.959999999999999,1.06,1.78,1.58
0.15,0.0599999999999999,0.0699999999999999,0.0899999999999999,0.23,0.35,0.5,0.739999999999999,0.989999999999999,1.56,1.39,1.85
0.151,0.02,0.13,0.12,0.17,0.4,0.669999999999999,0.959999999999999,0.829999999999999,1.32,1.5,1.77
0.152,0.05,0.0999999999999999,0.11,0.24,0.4,0.679999999999999,0.58,0.879999999999999,1.24,1.52,1.78
0.153,0.0899999999999999,0.0899999999999999,0.18,0.25,0.38,0.609999999999999,0.629999999999999,0.969999999999999,1.21,1.57,1.8
0.154,0.03,0.11,0.19,0.27,0.41,0.609999999999999,0.699999999999999,1.03,1.21,1.43,1.9
0.155,0.02,0.0999999999999999,0.14,0.23,0.43,0.559999999999999,0.679999999999999,0.919999999999999,1.21,1.78,1.74
0.156,0.03,0.03,0.2,0.26,0.4,0.45,0.799999999999999,0.939999999999999,1.45,1.63,1.95
0.157,0.0699999999999999,0.14,0.13,0.31,0.33,0.639999999999999,0.59,1.01,1.21,1.41,1.78
0.158,0.0699999999999999,0.12,0.15,0.3,0.35,0.559999999999999,0.679999999999999,0.909999999999999,1.31,1.36,1.62
0.159,0.0899999999999999,0.13,0.13,0.29,0.34,0.619999999999999,0.809999999999999,1.23,1.36,1.5,1.8
0.16,0.03,0.13,0.22,0.17,0.39,0.599999999999999,0.849999999999999,1.04,1.32,1.71,1.71
0.161,0.05,0.11,0.14,0.24,0.37,0.599999999999999,0.669999999999999,1.16,1.21,1.58,1.78
0.162,0.05,0.0799999999999999,0.21,0.21,0.4,0.49,0.749999999999999,1.14,1.28,1.69,1.85
0.163,0.02,0.0799999999999999,0.15,0.23,0.41,0.659999999999999,0.809999999999999,1.08,1.21,1.43,2.18
0.164,0.02,0.0999999999999999,0.14,0.24,0.41,0.57,0.859999999999999,1.05,1.41,1.46,1.71
0.165,0.05,0.05,0.12,0.34,0.38,0.529999999999999,0.709999999999999,1.11,1.23,1.58,1.55
0.166,0.05,0.0899999999999999,0.13,0.19,0.45,0.48,0.839999999999999,1.13,1.28,1.58,1.76
0.167,0.0699999999999999,0.14,0.19,0.26,0.51,0.669999999999999,0.619999999999999,1.04,1.27,1.29,1.78
0.168,0.04,0.0999999999999999,0.0599999999999999,0.29,0.35,0.619999999999999,0.839999999999999,0.889999999999999,1.05,1.69,1.7
0.169,0.03,0.0899999999999999,0.22,0.23,0.31,0.609999999999999,1.09,1.17,1.2,1.73,1.83
0.17,0.0599999999999999,0.0899999999999999,0.16,0.33,0.34,0.529999999999999,0.749999999999999,0.969999999999999,1.32,1.62,1.89
0.171,0.04,0.16,0.2,0.22,0.37,0.559999999999999,0.739999999999999,1.21,1.22,1.53,1.75
0.172,0.0799999999999999,0.15,0.23,0.24,0.5,0.58,0.769999999999999,1.1,1.24,1.51,1.72
0.173,0.05,0.11,0.14,0.21,0.33,0.46,0.779999999999999,0.949999999999999,1.1,1.53,1.82
0.174,0.11,0.0799999999999999,0.19,0.2,0.4,0.559999999999999,0.769999999999999,1.23,1.21,1.54,1.83
0.175,0.0800000000000022,0.0700000000000019,0.190000000000005,0.270000000000007,0.430000000000012,0.610000000000016,0.810000000000022,1.01000000000003,1.30000000000003,1.39000000000004,1.75000000000005
0.176,0.0999999999999999,0.14,0.21,0.27,0.519999999999999,0.629999999999999,0.819999999999999,0.879999999999999,1.24,1.55,1.74
0.177,0.03,0.16,0.24,0.34,0.47,0.43,0.919999999999999,1.15,1.35,1.71,1.95
0.178,0.0899999999999999,0.0599999999999999,0.24,0.2,0.47,0.759999999999999,0.689999999999999,0.999999999999999,1.22,1.55,1.97
0.179,0.05,0.16,0.14,0.24,0.45,0.539999999999999,0.749999999999999,0.959999999999999,1.13,1.52,1.44
0.18,0.03,0.11,0.2,0.33,0.46,0.519999999999999,0.879999999999999,0.959999999999999,1.25,1.49,1.59
0.181,0.0799999999999999,0.0999999999999999,0.24,0.38,0.36,0.759999999999999,0.659999999999999,0.949999999999999,1.22,1.36,1.82
0.182,0.0899999999999999,0.0799999999999999,0.14,0.21,0.48,0.549999999999999,0.889999999999999,0.919999999999999,1.48,1.32,1.6
0.183,0.12,0.0699999999999999,0.24,0.29,0.47,0.679999999999999,0.689999999999999,1.04,1.17,1.62,1.62
0.184,0.0799999999999999,0.13,0.21,0.24,0.38,0.45,0.919999999999999,0.939999999999999,1.25,1.37,1.77
0.185,0.04,0.15,0.18,0.33,0.49,0.609999999999999,0.769999999999999,1.17,1.08,1.6,1.61
0.186,0.0599999999999999,0.11,0.19,0.42,0.35,0.47,0.779999999999999,1.15,1.28,1.44,1.44
0.187,0.0599999999999999,0.0999999999999999,0.22,0.26,0.47,0.549999999999999,0.849999999999999,1.03,1.34,1.54,1.52
0.188,0.02,0.0799999999999999,0.19,0.32,0.4,0.59,0.809999999999999,1.15,1.23,1.48,1.79
0.189,0.02,0.0899999999999999,0.12,0.33,0.49,0.5,0.759999999999999,1.23,1.32,1.51,1.81
0.19,0.03,0.12,0.3,0.43,0.519999999999999,0.599999999999999,0.759999999999999,0.849999999999999,1.4,1.32,1.83
0.191,0.0699999999999999,0.0699999999999999,0.15,0.29,0.43,0.659999999999999,0.839999999999999,1.15,1.2,1.52,1.73
0.192,0.03,0.0999999999999999,0.16,0.4,0.5,0.649999999999999,0.689999999999999,1.29,1.22,1.34,1.55
0.193,0.16,0.11,0.18,0.28,0.58,0.699999999999999,0.639999999999999,0.969999999999999,1.21,1.54,1.57
0.194,0.05,0.0899999999999999,0.16,0.32,0.629999999999999,0.45,0.829999999999999,1.04,1.37,1.53,1.84
0.195,0.0899999999999999,0.16,0.25,0.29,0.43,0.529999999999999,0.799999999999999,1.02,1.24,1.41,1.65
0.196,0.0899999999999999,0.13,0.2,0.37,0.539999999999999,0.539999999999999,0.939999999999999,0.979999999999999,1.19,1.58,1.87
0.197,0.0699999999999999,0.16,0.25,0.31,0.5,0.629999999999999,0.669999999999999,1.09,1.34,1.45,1.46
0.198,0.05,0.14,0.18,0.34,0.38,0.58,0.709999999999999,1.02,1.58,1.56,1.61
0.199,0.0699999999999999,0.13,0.22,0.34,0.37,0.529999999999999,0.869999999999999,1.21,1.15,1.68,1.76
0.2,0.0999999999999999,0.11,0.25,0.25,0.559999999999999,0.549999999999999,0.859999999999999,0.969999999999999,1.17,1.4,1.59
0.201,0.12,0.13,0.26,0.3,0.47,0.58,0.739999999999999,1.1,1.12,1.27,1.7
0.202,0.11,0.0999999999999999,0.27,0.3,0.5,0.659999999999999,1.07,1.13,1.22,1.49,1.56
0.203,0.11,0.18,0.0699999999999999,0.32,0.44,0.719999999999999,0.789999999999999,1.08,1.37,1.45,1.56
0.204,0.0899999999999999,0.14,0.24,0.28,0.539999999999999,0.619999999999999,0.919999999999999,1.07,1.41,1.41,1.63
0.205,0.0699999999999999,0.15,0.2,0.3,0.5,0.59,0.969999999999999,1.08,1.26,1.55,1.57
0.206,0.0999999999999999,0.14,0.14,0.37,0.41,0.629999999999999,0.969999999999999,0.919999999999999,1.48,1.54,1.67
0.207,0.04,0.13,0.2,0.33,0.539999999999999,0.669999999999999,0.919999999999999,1.12,1.13,1.79,1.66
0.208,0.100000000000003,0.110000000000003,0.190000000000005,0.37000000000001,0.490000000000013,0.690000000000018,0.790000000000021,1.15000000000003,1.24000000000003,1.47000000000004,1.85000000000005
0.209,0.00999999999999999,0.13,0.29,0.29,0.41,0.639999999999999,0.989999999999999,0.989999999999999,1.24,1.32,1.49
0.21,0.0999999999999999,0.0799999999999999,0.21,0.39,0.46,0.709999999999999,0.899999999999999,1.03,1.26,1.37,1.54
0.211,0.0899999999999999,0.15,0.19,0.34,0.5,0.549999999999999,0.999999999999999,1.03,1.39,1.53,1.71
0.212,0.11,0.13,0.2,0.41,0.49,0.549999999999999,0.799999999999999,1.18,1.11,1.46,1.62
0.213,0.0699999999999999,0.04,0.25,0.3,0.549999999999999,0.699999999999999,0.729999999999999,0.799999999999999,1.4,1.39,1.67
0.214,0.0799999999999999,0.19,0.15,0.31,0.519999999999999,0.899999999999999,0.899999999999999,0.919999999999999,1.34,1.5,1.69
0.215,0.0599999999999999,0.14,0.27,0.26,0.37,0.659999999999999,0.849999999999999,1.24,1.42,1.63,1.75
0.216,0.14,0.11,0.26,0.3,0.57,0.729999999999999,0.919999999999999,0.959999999999999,1.37,1.5,1.68
0.217,0.0899999999999999,0.23,0.19,0.33,0.49,0.559999999999999,1.06,1.05,1.27,1.45,1.64
0.218,0.16,0.17,0.19,0.4,0.39,0.659999999999999,0.869999999999999,1.02,1.27,1.45,1.63
