Eff_vals_pdf,dt_0wk_conv,dt_10wk_conv,dt_30wk_conv,dt_50wk_conv
0.216,0.0999999999999999,0.24,0.859999999999999,1.59
0.217,0.11,0.32,0.849999999999999,1.53
0.218,0.0699999999999999,0.22,0.969999999999999,1.71
0.219,0.0799999999999999,0.18,0.949999999999999,1.5
0.22,0.0699999999999999,0.28,0.679999999999999,1.71
0.221,0.0799999999999999,0.26,0.819999999999999,1.79
0.222,0.0899999999999999,0.23,0.849999999999999,1.52
0.223,0.12,0.2,0.829999999999999,1.48
0.224,0.0999999999999999,0.2,0.969999999999999,1.42
0.225,0.0999999999999999,0.22,0.959999999999999,1.67
0.226,0.0999999999999999,0.27,1.07,1.62
0.227,0.0999999999999999,0.28,0.799999999999999,1.59
0.228,0.0599999999999999,0.31,0.919999999999999,1.61
0.229,0.17,0.3,0.899999999999999,1.73
0.23,0.14,0.18,0.949999999999999,1.69
0.231,0.16,0.23,0.829999999999999,1.4
0.232,0.0899999999999999,0.37,0.829999999999999,1.39
0.233,0.0699999999999999,0.25,0.849999999999999,1.36
0.234,0.12,0.27,1.03,1.68
0.235,0.0599999999999999,0.32,0.979999999999999,1.41
0.236,0.12,0.23,0.819999999999999,1.67
0.237,0.11,0.23,0.909999999999999,1.19
0.238,0.0699999999999999,0.25,0.929999999999999,1.5
0.239,0.0600000000000016,0.210000000000006,0.910000000000024,1.33000000000004
0.24,0.0999999999999999,0.26,0.859999999999999,1.51
0.241,0.13,0.19,0.909999999999999,1.69
0.242,0.14,0.29,0.899999999999999,1.65
0.243,0.13,0.37,0.919999999999999,1.49
0.244,0.14,0.33,0.789999999999999,1.42
0.245,0.13,0.3,1.14,1.48
0.246,0.13,0.29,0.949999999999999,1.32
0.247,0.13,0.23,0.919999999999999,1.44
0.248,0.15,0.26,0.859999999999999,1.27
0.249,0.0699999999999999,0.18,0.909999999999999,1.4
0.25,0.0899999999999999,0.34,0.959999999999999,1.58
0.251,0.11,0.24,0.959999999999999,1.38
0.252,0.11,0.29,0.899999999999999,1.6
0.253,0.0899999999999999,0.29,1.03,1.75
0.254,0.0999999999999999,0.28,1.11,1.67
0.255,0.12,0.23,1.05,1.62
0.256,0.16,0.29,0.949999999999999,1.51
0.257,0.13,0.29,0.849999999999999,1.52
0.258,0.0799999999999999,0.28,0.789999999999999,1.59
0.259,0.15,0.25,0.859999999999999,1.26
0.26,0.0599999999999999,0.26,0.919999999999999,1.28
0.261,0.13,0.34,0.819999999999999,1.48
0.262,0.18,0.22,0.969999999999999,1.39
0.263,0.0899999999999999,0.28,0.829999999999999,1.43
0.264,0.16,0.24,0.989999999999999,1.31
0.265,0.12,0.35,0.989999999999999,1.52
0.266,0.15,0.38,1.1,1.45
0.267,0.11,0.26,0.839999999999999,1.55
0.268,0.15,0.2,0.919999999999999,1.65
0.269,0.14,0.31,0.999999999999999,1.41
0.27,0.0999999999999999,0.23,0.729999999999999,1.33
0.271,0.0799999999999999,0.36,0.789999999999999,1.27
0.272,0.0999999999999999,0.33,1.07,1.26
0.273,0.13,0.27,1.06,1.42
0.274,0.11,0.24,0.979999999999999,1.39
0.275,0.14,0.34,0.909999999999999,1.47
0.276,0.16,0.19,0.979999999999999,1.51
0.277,0.14,0.22,0.989999999999999,1.67
0.278,0.0899999999999999,0.19,0.929999999999999,1.2
0.279,0.21,0.32,0.909999999999999,1.35
0.28,0.0799999999999999,0.39,0.989999999999999,1.26
0.281,0.18,0.25,1.07,1.38
0.282,0.13,0.29,0.849999999999999,1.32
0.283,0.12,0.37,1.02,1.44
0.284,0.0899999999999999,0.29,0.989999999999999,1.51
0.285,0.13,0.26,1.22,1.23
0.286,0.17,0.29,0.709999999999999,1.18
0.287,0.0899999999999999,0.38,0.969999999999999,1.4
0.288,0.150000000000008,0.310000000000017,0.840000000000046,1.40000000000008
0.289,0.11,0.31,0.889999999999999,1.5
0.29,0.16,0.28,0.829999999999999,1.31
0.291,0.11,0.26,0.969999999999999,1.38
0.292,0.15,0.29,0.899999999999999,1.44
0.293,0.13,0.24,0.849999999999999,1.41
0.294,0.16,0.4,0.909999999999999,1.49
0.295,0.18,0.35,0.999999999999999,1.4
0.296,0.12,0.17,1.01,1.36
0.297,0.12,0.29,1.15,1.32
0.298,0.11,0.27,1.04,1.41
0.299,0.16,0.31,0.899999999999999,1.37
0.3,0.21,0.33,0.869999999999999,1.24
0.301,0.14,0.34,0.829999999999999,1.39
0.302,0.22,0.34,0.849999999999999,1.37
0.303,0.12,0.3,1.03,1.17
0.304,0.18,0.33,0.979999999999999,1.35
0.305,0.19,0.37,0.969999999999999,1.6
0.306,0.0999999999999999,0.34,0.919999999999999,1.31
0.307,0.28,0.29,0.989999999999999,1.27
0.308,0.15,0.27,0.909999999999999,1.38
0.309,0.14,0.37,1.02,1.42
0.31,0.17,0.37,0.999999999999999,1.25
0.311,0.13,0.35,1.07,1.1
0.312,0.18,0.39,0.989999999999999,1.47
0.313,0.16,0.33,1.18,1.37
0.314,0.15,0.32,1.03,1.29
0.315,0.15,0.37,1.02,1.42
0.316,0.14,0.41,0.909999999999999,1.24
0.317,0.28,0.37,0.869999999999999,1.22
0.318,0.18,0.36,0.979999999999999,1.42
0.319,0.16,0.38,1.16,1.3
0.32,0.0999999999999999,0.41,0.909999999999999,1.25
0.321,0.19,0.32,0.999999999999999,1.36
0.322,0.11,0.28,1.03,1.24
0.323,0.14,0.39,1.27,1.39
0.324,0.21,0.27,1.03,1.36
0.325,0.18,0.34,0.959999999999999,1.34
0.326,0.19,0.35,0.859999999999999,1.35
0.327,0.22,0.27,0.979999999999999,1.37
0.328,0.18,0.4,0.879999999999999,1.23
0.329,0.11,0.36,1.1,1.27
0.33,0.26,0.3,0.929999999999999,1.5
0.331,0.19,0.39,1.1,1.39
0.332,0.24,0.35,1.01,1.26
0.333,0.18,0.41,1.09,1.02
0.334,0.18,0.34,0.949999999999999,1.28
0.335,0.15,0.37,1.13,1.25
0.336,0.17,0.35,1.08,1.57
0.337,0.3,0.4,0.749999999999999,1.33
0.338,0.14,0.22,1.23,1.33
0.339,0.16,0.44,1.03,1.36
0.34,0.15,0.28,0.949999999999999,1.3
0.341,0.19,0.35,0.939999999999999,1.53
0.342,0.14,0.42,1.09,1.37
0.343,0.16,0.34,0.929999999999999,1.23
0.344,0.22,0.29,0.899999999999999,1.51
0.345,0.2,0.43,1.06,1.43
0.346,0.22,0.36,1.08,1.18
0.347,0.29,0.33,1.06,1.15
0.348,0.21,0.38,0.869999999999999,1.17
0.349,0.15,0.32,1.03,1.16
0.35,0.17,0.4,1.02,1.29
0.351,0.270000000000015,0.290000000000016,1.05000000000006,1.21000000000007
0.352,0.2,0.39,0.959999999999999,1.33
0.353,0.21,0.44,1.11,1.2
0.354,0.26,0.46,0.909999999999999,1.16
0.355,0.18,0.49,0.749999999999999,1.13
0.356,0.25,0.41,0.719999999999999,1.2
0.357,0.18,0.529999999999999,1.08,1.25
0.358,0.19,0.36,1.04,1.3
0.359,0.19,0.44,0.899999999999999,1.36
0.36,0.16,0.37,0.949999999999999,0.989999999999999
0.361,0.19,0.36,1.08,1.08
0.362,0.21,0.34,0.829999999999999,1.06
0.363,0.13,0.45,1.08,1.23
0.364,0.19,0.37,1.08,1.4
0.365,0.28,0.44,0.999999999999999,1.17
0.366,0.29,0.35,1.09,1.36
0.367,0.27,0.39,0.909999999999999,1.36
0.368,0.25,0.37,0.949999999999999,1.24
0.369,0.24,0.48,1.15,1.1
0.37,0.17,0.46,0.999999999999999,1.18
0.371,0.23,0.4,0.949999999999999,1.29
0.372,0.2,0.42,0.839999999999999,1.3
0.373,0.15,0.36,0.849999999999999,1.14
0.374,0.25,0.37,1.05,1.24
0.375,0.21,0.4,0.959999999999999,1.17
0.376,0.21,0.4,0.859999999999999,1.38
0.377,0.21,0.48,0.879999999999999,1.4
0.378,0.21,0.41,0.949999999999999,1.03
0.379,0.23,0.44,1.03,1.07
0.38,0.23,0.51,0.999999999999999,1.2
0.381,0.24,0.43,0.869999999999999,1.37
0.382,0.2,0.44,0.989999999999999,1.01
0.383,0.26,0.4,1.02,1.2
0.384,0.2,0.37,0.949999999999999,1.15
0.385,0.25,0.42,1.07,1.23
0.386,0.18,0.47,0.769999999999999,1.23
0.387,0.2,0.45,0.889999999999999,1.36
0.388,0.24,0.529999999999999,0.969999999999999,1.18
0.389,0.26,0.44,0.929999999999999,1.12
0.39,0.22,0.559999999999999,0.969999999999999,1.15
0.391,0.16,0.47,0.879999999999999,1.23
0.392,0.24,0.41,0.909999999999999,1.27
0.393,0.27,0.45,0.959999999999999,1.17
0.394,0.28,0.44,0.999999999999999,1.17
0.395,0.3,0.519999999999999,1.03,1.13
0.396,0.14,0.43,1.09,1.16
0.397,0.24,0.46,1.08,1.04
0.398,0.23,0.49,1.05,1.03
0.399,0.16,0.539999999999999,0.799999999999999,1.01
0.4,0.29,0.47,1.07,1.25
0.401,0.28,0.559999999999999,1.04,1.28
0.402,0.28,0.29,0.919999999999999,1.07
0.403,0.22,0.57,1.06,1.13
0.404,0.16,0.46,0.949999999999999,1.24
0.405,0.33,0.48,1.06,1.08
0.406,0.13,0.39,1.09,1.24
0.407,0.18,0.48,0.989999999999999,1.17
0.408,0.18,0.5,0.909999999999999,1.15
0.409,0.19,0.46,1.05,1.14
0.41,0.27,0.539999999999999,0.939999999999999,1.06
0.411,0.22,0.5,0.909999999999999,1.09
0.412,0.32,0.4,1.07,0.969999999999999
0.413,0.23,0.529999999999999,1.09,0.919999999999999
0.414,0.29,0.559999999999999,1.14,1.3
0.415,0.3,0.559999999999999,0.999999999999999,1.19
0.416,0.230000000000013,0.490000000000027,1.10000000000006,1.08000000000006
0.417,0.19,0.629999999999999,1.14,1.05
0.418,0.23,0.529999999999999,1.05,1.01
0.419,0.28,0.45,0.959999999999999,1.19
0.42,0.37,0.47,1.28,1.03
0.421,0.22,0.51,0.959999999999999,1.24
0.422,0.27,0.51,1.04,1.1
0.423,0.26,0.609999999999999,0.909999999999999,1.12
0.424,0.17,0.44,1.04,1.3
0.425,0.25,0.59,1.08,1.03
0.426,0.24,0.559999999999999,1.06,0.919999999999999
0.427,0.2,0.46,0.929999999999999,1.13
0.428,0.38,0.46,1.13,1.18
0.429,0.27,0.42,1.18,1.05
0.43,0.18,0.38,1.01,0.819999999999999
0.431,0.2,0.58,0.899999999999999,0.869999999999999
0.432,0.25,0.609999999999999,0.869999999999999,0.999999999999999
0.433,0.28,0.5,1.13,0.989999999999999
0.434,0.2,0.39,1.08,0.989999999999999
0.435,0.32,0.59,0.849999999999999,0.969999999999999
0.436,0.33,0.57,0.989999999999999,1.13
0.437,0.25,0.44,1.02,1.03
0.438,0.26,0.519999999999999,1.06,1.27
0.439,0.31,0.45,1.03,1.11
0.44,0.27,0.5,0.859999999999999,1.11
0.441,0.36,0.32,0.989999999999999,1.32
0.442,0.25,0.43,1.19,1.13
0.443,0.25,0.57,1.06,1.18
0.444,0.23,0.51,0.909999999999999,1.18
0.445,0.3,0.519999999999999,1.03,0.959999999999999
0.446,0.31,0.57,1.08,1.06
0.447,0.36,0.48,1.25,0.989999999999999
0.448,0.26,0.559999999999999,1.01,1.1
0.449,0.35,0.629999999999999,1.04,1.2
0.45,0.29,0.58,1.08,1.08
0.451,0.25,0.58,1.1,1.27
0.452,0.3,0.559999999999999,1.19,0.949999999999999
0.453,0.36,0.539999999999999,0.929999999999999,1.04
0.454,0.34,0.529999999999999,1.06,1.22
0.455,0.33,0.47,1.11,0.919999999999999
0.456,0.31,0.559999999999999,1.05,1.14
0.457,0.34,0.49,1.04,1.15
0.458,0.37,0.49,1.03,1.06
0.459,0.28,0.59,1.09,1.04
0.46,0.22,0.46,1.13,1.02
0.461,0.36,0.549999999999999,0.829999999999999,1.14
0.462,0.29,0.57,1.03,0.939999999999999
0.463,0.28,0.4,1.18,0.949999999999999
0.464,0.3,0.699999999999999,1.11,1.18
0.465,0.29,0.549999999999999,1.18,0.869999999999999
0.466,0.22,0.519999999999999,1.14,1.08
0.467,0.36,0.519999999999999,1.03,0.989999999999999
0.468,0.37,0.58,0.969999999999999,0.959999999999999
0.469,0.22,0.559999999999999,0.979999999999999,1.05
0.47,0.36,0.559999999999999,1.14,0.889999999999999
0.471,0.3,0.689999999999999,1.01,1.02
0.472,0.32,0.48,1.01,1.04
0.473,0.31,0.649999999999999,1.11,1.2
0.474,0.38,0.609999999999999,1.18,0.929999999999999
0.475,0.3,0.709999999999999,1.02,1.1
0.476,0.31,0.42,1.21,1.05
0.477,0.37,0.599999999999999,1.19,1.15
0.478,0.21,0.51,1.22,0.799999999999999
0.479,0.350000000000019,0.580000000000032,1.07000000000006,0.930000000000051
0.48,0.31,0.679999999999999,1.02,0.959999999999999
0.481,0.31,0.5,1.04,0.879999999999999
0.482,0.28,0.719999999999999,0.989999999999999,0.959999999999999
0.483,0.35,0.639999999999999,1.14,1.17
0.484,0.32,0.659999999999999,1.14,1.03
0.485,0.28,0.789999999999999,1.12,0.959999999999999
0.486,0.37,0.59,1.09,1.14
0.487,0.35,0.609999999999999,1.17,0.939999999999999
0.488,0.29,0.649999999999999,1.1,0.929999999999999
0.489,0.39,0.679999999999999,1.19,0.969999999999999
0.49,0.23,0.629999999999999,1.26,1.06
0.491,0.32,0.639999999999999,1.15,0.949999999999999
0.492,0.36,0.639999999999999,1.02,0.979999999999999
0.493,0.29,0.46,0.959999999999999,0.979999999999999
0.494,0.43,0.649999999999999,1.02,0.829999999999999
0.495,0.31,0.609999999999999,0.939999999999999,1.17
0.496,0.46,0.699999999999999,1.23,0.919999999999999
0.497,0.4,0.839999999999999,0.989999999999999,1.03
0.498,0.4,0.599999999999999,1.12,0.869999999999999
0.499,0.48,0.619999999999999,1.17,1.07
0.5,0.419999999999976,0.609999999999966,0.859999999999951,0.70999999999996
0.501,0.38,0.749999999999999,1.04,0.879999999999999
0.502,0.39,0.599999999999999,1.08,0.989999999999999
0.503,0.27,0.709999999999999,0.999999999999999,0.999999999999999
0.504,0.32,0.649999999999999,1.01,0.849999999999999
0.505,0.4,0.549999999999999,1.25,0.909999999999999
0.506,0.39,0.699999999999999,1.18,0.889999999999999
0.507,0.32,0.689999999999999,1.12,0.939999999999999
0.508,0.42,0.669999999999999,1.3,0.879999999999999
0.509,0.31,0.629999999999999,0.909999999999999,0.749999999999999
0.51,0.35,0.619999999999999,1.07,1.02
0.511,0.33,0.809999999999999,1.15,0.869999999999999
0.512,0.47,0.809999999999999,0.989999999999999,0.849999999999999
0.513,0.44,0.619999999999999,0.999999999999999,0.799999999999999
0.514,0.33,0.659999999999999,1.16,0.929999999999999
0.515,0.39,0.58,0.909999999999999,0.879999999999999
0.516,0.43,0.819999999999999,0.939999999999999,0.979999999999999
0.517,0.31,0.609999999999999,1.18,0.779999999999999
0.518,0.38,0.729999999999999,1.16,0.869999999999999
0.519,0.38,0.829999999999999,1.08,0.909999999999999
0.52,0.410000000000045,0.530000000000058,1.02000000000011,0.870000000000096
0.521,0.439999999999951,0.799999999999911,1.29999999999985,1.04999999999988
0.522,0.330000000000036,0.750000000000083,1.40000000000015,0.930000000000103
0.523,0.459999999999949,0.839999999999906,1.25999999999986,0.799999999999911
0.524,0.470000000000052,0.850000000000094,1.28000000000014,0.950000000000105
0.525,0.399999999999955,0.729999999999918,1.25999999999986,0.899999999999899
0.526,0.380000000000042,0.740000000000081,1.03000000000011,1.02000000000011
0.527,0.469999999999947,0.699999999999922,1.18999999999987,0.739999999999917
0.528,0.300000000000033,0.640000000000071,1.25000000000014,0.750000000000083
0.529,0.44999999999995,0.599999999999933,1.11999999999987,0.97999999999989
0.53,0.380000000000042,0.640000000000071,0.920000000000101,0.840000000000093
0.531,0.389999999999956,0.749999999999916,1.04999999999988,0.809999999999909
0.532,0.560000000000062,0.680000000000075,1.16000000000013,0.840000000000093
0.533,0.469999999999947,0.589999999999934,0.939999999999895,0.969999999999892
0.534,0.410000000000045,0.720000000000079,1.14000000000013,0.890000000000098
0.535,0.519999999999942,0.669999999999925,1.08999999999988,0.829999999999907
0.536,0.430000000000047,0.790000000000087,1.06000000000012,0.920000000000101
0.537,0.399999999999955,0.719999999999919,1.16999999999987,0.869999999999903
0.538,0.45000000000005,0.850000000000094,1.11000000000012,0.940000000000104
0.539,0.469999999999947,0.839999999999906,1.17999999999987,0.989999999999889
0.54,0.400000000000044,0.720000000000079,1.12000000000012,0.9100000000001
0.541,0.479999999999946,0.649999999999927,1.41999999999984,0.869999999999903
0.542,0.420000000000046,0.790000000000087,1.16000000000013,0.860000000000095
0.543,0.479999999999946,0.719999999999919,1.10999999999988,0.809999999999909
0.544,0.500000000000055,0.590000000000065,1.05000000000012,0.830000000000091
0.545,0.459999999999949,0.589999999999934,1.07999999999988,0.959999999999893
