745,6.5,5,723.5,9.5,3,3.5,17,746.5,680.5,370,11.5,726,5,704,362,4,4,749.5,8.5,3.5,3,7,3,3,4,3.5,645,6.5,601.5,4.5,3,7,3,8.5,4,2,3,2,3,2,5,2,2,2.5,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,759.5,9.5,355.5,362,725.5,13,3.5,368.5,7.5,4,2,4,741,4,7.5,734.5,347.5,681.5,713.5,692.5,4,2,349.5,689.5,667,660,7.5,4,7.5,545.5,6.5,4,3.5,2,5.5,4,3,3.5,4.5,2,4,2,2,2,2,2,2,1,1,3,2,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,7,728,368,374,6,3,5.5,3,742.5,3,5,3,2.5,6.5,5.5,2,335.5,3,5,5.5,4.5,5,329,15,32,335,39,2.5,627.5,8.5,2,3.5,5,6,3,2,3,2.5,4,2,1.5,3.5,3,3,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12.5,738.5,5,743,5.5,738,2,5.5,746,710.5,3,6.5,8,721,7,5,710,3,326.5,9.5,694,351,720,5,8,694.5,334.5,12.5,606,2.5,2,6.5,5,7.5,5,3,3,2.5,5,3,3,2,2,2.5,3,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,728.5,729,366.5,723,4.5,16.5,735.5,725,742.5,717.5,8.5,7,3,10.5,5.5,3,9.5,3,2,12,8,681,8.5,3,3,2.5,5.5,6,4,4.5,2.5,3,2,6,2,14.5,3,4,4.5,2,3,2,2,1.5,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,758,11,3,740.5,732,4.5,732,3,5,706.5,3,6.5,657,4.5,6,4,4.5,3.5,3,741.5,3.5,4,689.5,674,2,5,4,7,5.5,3.5,4.5,3.5,3.5,2.5,4,5.5,3,3.5,2,2,2,2,2,3,3,1,2,2,1.5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,9,3.5,3,741.5,764,3,736.5,719.5,349,10.5,6,678,9,11.5,4,720,5,703.5,6.5,3,5,707,14,3,3,2,3,4,4.5,4,4,3,2,2,6,3.5,2,9,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.5,11,754,12,3,5,744,2.5,365,10,755,718.5,731,349.5,6.5,2.5,11.5,357,3,5.5,676,5.5,34,10,5,319,6.5,680.5,3,4,3,3,3.5,2,2,3,6,2,2,5.5,3.5,3.5,2,2,2,2,1.5,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717.5,747.5,731.5,5.5,5,5,358.5,5,6,726,4,713,728.5,7.5,726.5,3,5,5,5,720,4.5,646.5,5.5,10.5,5,683,3.5,24.5,5,3.5,3,3,4,3,4.5,4,4,2,2,2,3,3,2,2,1.5,1,1,1,1.5,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,724.5,723,5,8,758.5,4,711.5,11.5,3.5,361,11.5,337.5,3.5,712,4.5,3.5,2.5,10,5,694,9,703,673.5,689.5,2,11.5,4,2,328,3,2,4.5,3,2,3,1,4,3.5,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
