sig_vals,mu_vals,eff_vals,p_outbreak_th,final_size_mean_th,final_size_q90_th,final_size_q75_th,final_size_q50_th,final_size_q25_th,p_outbreak,final_size_mean,final_size_q90,final_size_q75,final_size_q50,final_size_q25
11.25,6.50306592012399e-07,0.500000022769242,0.181,53.2486187845304,134.4,72,28,16,0.53,11.413,25,5,2,1
11.5,2.88488053873736e-06,0.500000098865842,0.186,60.3924731182796,168.9,82,29.5,16,0.52,12.968,27.5,5.5,2,1
11.75,-1.00525053558338e-06,0.499999966265701,0.17,63.2941176470588,169.5,84,32.5,16,0.5,12.48,24,5,1.5,1
12,-1.22318130477027e-06,0.499999959788469,0.177,56.1242937853107,146,67.5,33,18,0.504,11.616,28,5,2,1
12.25,5.82695707021527e-07,0.500000018773293,0.176,59.6136363636364,158.2,78,35.5,15,0.483,12.2,25.5,5,1,1
12.5,2.40564560180262e-06,0.500000075986882,0.187,57.0213903743316,146,69.75,30,16,0.511,12.412,29,6,2,1
12.75,-2.32954373121947e-06,0.499999927831184,0.22,53.1318181818182,131,67,31,15,0.538,13.337,35,7,2,1
13,-2.9739836839805e-06,0.499999909604577,0.176,59.2159090909091,151.5,76.5,32.5,16,0.502,12.165,24,5,2,1
13.25,2.32454770884796e-07,0.500000006934694,0.215,61.1302325581395,162,77.75,32,14,0.518,14.714,34.5,6.5,2,1
13.5,-1.19255482162257e-06,0.49999996507035,0.172,68.1279069767442,198.3,89,34.5,16,0.467,13.395,26.5,5,1,1
13.75,1.39312694174544e-06,0.500000040075148,0.177,61.0621468926554,160.8,87.25,32,15,0.522,12.551,24.5,5,2,1
14,2.33622209191009e-06,0.500000066024245,0.185,59.4216216216216,153,83.25,33,15,0.502,12.708,26.5,6,2,1
14.25,-8.38633841984122e-07,0.499999976708456,0.197,77.5685279187817,216,112.25,38,16,0.498,16.935,37,6,1,1
14.5,3.50514766553215e-06,0.5000000956966,0.175,62.0685714285714,165,85,32,16,0.501,12.565,25,5,2,1
14.75,-3.3445300832926e-06,0.499999910213154,0.181,53.6022099447514,135.6,73.25,28,14,0.489,11.345,25,5,1,1
15,-1.08761634724175e-06,0.499999971281611,0.183,60.6885245901639,156,78,31,15,0.499,12.758,27.5,5,1,1
15.25,2.23381244506423e-07,0.500000005803018,0.179,62.2402234636872,170.4,80.5,33,16,0.493,12.792,26.5,5,1,1
15.5,-3.77279925787564e-06,0.499999903549434,0.19,56.4157894736842,157.5,76,28,15,0.528,12.428,26,6,2,1
15.75,4.54621561783599e-08,0.500000001144026,0.201,59.2786069651741,160.8,80.5,30,16,0.523,13.604,30,6,2,1
16,-4.07934603893478e-07,0.499999989893001,0.174,62.316091954023,149.4,82,29,17,0.497,12.475,23,5,1,1
16.25,1.05535870496604e-06,0.500000025750303,0.181,65.4088397790055,175.6,81.25,37,17,0.499,13.557,32,5,1,1
16.5,9.29415643897188e-07,0.500000022337856,0.188,56.4202127659574,138,73,32.5,16,0.516,12.288,29,5,2,1
16.75,-3.16741122859827e-07,0.499999992499664,0.185,59.3945945945946,145,83.5,29,16,0.485,12.609,27,5,1,1
17,-1.08522296293212e-06,0.49999997467587,0.183,57.4644808743169,154,71.75,32,15,0.518,12.27,27,5,2,1
17.25,-3.70716103496423e-06,0.499999914731856,0.164,58.8414634146341,156.1,88.5,30.5,14.5,0.491,11.446,21,5,1,1
17.5,-3.29939371258088e-06,0.499999925183481,0.16,59.3875,157.5,80.5,31,15,0.499,11.338,22.5,5,1,1
17.75,3.04488363801035e-06,0.500000068082896,0.21,57.447619047619,150,73,31.5,18,0.525,13.675,34.5,6,2,1
18,-1.15327312155077e-06,0.499999974567639,0.2,60.305,170.5,76,31.5,16,0.52,13.706,31.5,6,2,1
18.25,4.27419508269624e-06,0.500000092977468,0.207,57.6666666666667,145.2,80.5,31,16,0.52,13.533,33.5,6,2,1
18.5,-2.07927510270873e-07,0.499999995537457,0.187,68.1069518716578,188.8,105,34,16.25,0.501,14.351,27.5,5,2,1
18.75,6.67746513588671e-07,0.500000014141907,0.189,62.8201058201058,189.4,80,34,14,0.475,13.427,30.5,5,1,1
19,3.07776258505022e-06,0.50000006433263,0.174,71.1609195402299,188.4,97,41.5,18,0.509,14.173,33,5,2,1
19.25,-2.63188076474419e-06,0.499999945695542,0.19,65.1315789473684,166.5,96,36,15,0.504,13.991,32,5,2,1
19.5,5.07026677406756e-07,0.500000010328685,0.194,62.6701030927835,156.1,83,37.5,19,0.506,13.815,35.5,6,2,1
19.75,1.07554721560792e-06,0.500000021635045,0.184,67.5326086956522,170.4,95.5,37,18,0.509,14.095,35,5,2,1
20,1.71091590581375e-06,0.500000033989036,0.175,66.3028571428571,174,95.75,37,16,0.5,13.325,28.5,5,1.5,1
