830,826.5,831.8,823.6,829,826.6,816.6,822.2,831.6,817,816,811.2,808.7,802.2,825.8,813.4,810.4,815,804.3,805.6,791.3,811.7,793,788,787.2,787.6,788.8,770.6,785.5,762.3,766,755.9,752.5,748,734,706,686,681.8,676,621,609.2,612.1,575,536.7,451.6,433.8,408.8,392.2,264.4,220.2,143.6,106,58,68,51,28,41.9,32.2,43.4,16,18,11,13,21,NaN,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
820,815.8,817.7,817.5,822.4,833.6,824,820.7,823,818,819.6,809.8,819.6,808.5,817.5,823.8,812.4,812.5,814.3,797.3,796.1,797.2,799.3,798.4,782.5,793,768.1,780,769.2,754.1,746.1,750.2,738.6,733,731.6,726.8,687,672.2,656,643.3,596.9,601.6,558.9,502,496.7,415.5,421.6,374.1,295.9,166.8,108.4,174.7,41,51.2,66,65.7,16,26,21,22,13,19,12,13,18,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
813,819.4,824,809.5,824.6,819.8,819,834.8,821.3,818,821.8,809,814,801.2,811.3,815,812,803.8,798,813.9,806,808,791.8,781.5,787.5,790.7,783.4,779.8,767.9,747,769.6,733,735.8,724.5,729.2,712.5,668.2,674.6,662.5,634.8,627,558.8,572,517.8,497.4,459,401.6,269,305.8,242.8,142.4,143.5,95.4,32.2,76,56.4,25,26,34,19,32,16,12,NaN,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
819.8,826.5,814.2,813,829,818,817,824.8,820.7,816.9,816.4,814,807.3,820,814.2,807,825.2,813,805,807.5,794.5,797.5,791.2,794,778.5,782.8,766,766.6,767,767.5,766,746.5,746.6,703,717.7,693.6,662.6,681.8,663,639.2,608.4,606.4,538.2,516.2,480,465.5,351.3,346.5,281,267.4,94.6,87.3,75.6,82.6,49.2,26.2,40.4,20.9,17,12,19.5,13,19,28,NaN,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
823.4,830.4,813.6,830.2,829.5,812,823.8,815,823.2,824,810,822.2,818.8,817,818.1,814,824.2,813,817,811.5,795,811.9,805.3,795.3,782,788.2,782.1,779.8,764,770,749,734,743.6,730,707.7,703.7,675,664.8,655.5,651,635.4,618.2,548.6,465.2,498.5,450.2,392.2,337.8,188,152.2,130.2,55,40.3,49,71.8,29,111,14,15,19,17,10,13,15,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
827.2,808.2,813,820.2,833.2,816.4,814.5,819.8,820.1,820.1,812.4,811.6,804.6,829.8,811.2,801.7,808,799.6,806.6,807.6,803,779,822,781.2,797,794.8,780.4,762.2,752,751.9,743.9,733.6,732.5,719,710,692,686.6,674,664.6,616,636.2,588.5,569.2,516.6,499.5,471,401.9,281.5,291,246,98.9,155.4,90,83.2,50,50.6,79.1,14,18,41.6,51,11,10,11,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
822.7,815.6,814.8,811.6,813.5,815.4,811.8,818.4,819.5,818.4,818.5,812,807.8,820,808.6,804.2,805,805.5,817.7,810.8,797.6,787,795.4,786,788,783.8,771,770,771,776.6,748.8,739,740,735,725.7,720.9,671.6,656.5,676.3,660.3,598.8,595.5,585.2,510.3,449.2,482.4,460,312,146.2,186.8,123.6,133.6,81,55,37,16.9,33,29,NaN,41,10,14,10,13,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
812,824.7,819.4,817,828.6,814.6,814.4,815.4,821,808.7,821.8,820.4,812.3,810.8,803.4,808.8,805,813.6,806.7,796,786,797.4,796.6,788.6,791.2,787.8,773.4,773.6,758,760,739,752,728.7,738,710,705,684.8,690.2,657,636.8,656.2,611.6,547.3,511.7,514,423.8,334.1,337,293,260,118,55,132.4,44.8,74.8,50,40,42,21,18,19,31,16,10,20,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
823.2,822,826.2,815.6,811.8,809.4,819,811.6,812.3,812,818.8,814.8,813.6,810.4,813.7,799,810.4,797,794,804,799.5,791.5,798.2,786,785.4,781,784.1,770.5,767.4,766.3,751.4,747.2,739.1,732.2,722,715.2,699,653.6,657.6,625.5,592.8,546.6,537.6,510.7,471.6,469.6,458.8,343,248.4,285,253.4,178.2,164.4,47.2,40.8,30,57,33,30.2,19,25.8,18,12,NaN,19,NaN,NaN,11,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
833.6,813,822.2,824.1,820,832.6,811.4,815,823.6,812.7,815,803.4,807,807.2,804,813.2,806,798.3,807.9,793.2,807.6,792,795,782,785.8,777.2,781.6,756.8,764,750,747,730.5,736,703.4,716,706.2,676.5,671.2,639.5,624.5,638.2,595.5,549.6,499,514.6,418,440.5,323.8,270.7,176.1,207.4,152.4,62,49.6,48.5,32,16,22,14,15,16.4,15,12,10,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
823.5,827.7,811.5,820,829.6,824.5,809.8,810,811.2,827.5,817.8,812.6,821.4,804.7,808,814.4,804.6,792,820.4,800.8,797.2,801,784.5,792.2,787.5,765,777,776.1,764.2,752.6,750,744.5,746.5,719.2,701.5,699.7,663.3,661,654.4,636,580.2,564.6,521.4,538.9,431,434.2,441.4,323.6,375.6,245,165.5,107.8,70,106,37.8,70.2,27.5,27,23.5,22,21,13,13,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
826.5,825.8,825.1,825.6,821,830.8,826.4,823,814,824.6,811.4,813.8,820.4,809,812,808.6,813,794,803.6,802,796,794.7,785.8,782.6,772.8,777,767.6,776.9,757.6,751.6,744.4,737.3,722.6,724.8,703.3,699.1,672,647.4,641.8,638.8,629,574,563.8,480.6,495.8,442,381.8,337.2,268.4,154.2,255.9,94.4,75.5,26.8,54,111.4,24.8,51.7,19.3,43,NaN,11,12,NaN,12,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
828.4,829.5,822.6,822.9,823.9,826.2,821.2,818,818.8,815.9,819.2,810.2,817.6,816.5,803.4,812,805.4,819.5,791.4,796.2,795.5,817.4,790.1,798.1,781.6,769.4,762,765,761.4,760.7,750.4,746.3,721.3,712.5,705.8,713.5,681.7,667.1,645.4,641.5,579,569,532.4,513,471.9,483.8,381.4,381.5,175.2,279.1,207.6,98.2,75.5,44.5,70,75,30.7,41.2,33.6,20,16,10,20,10,12,15,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
821.5,828.5,829.6,818,820.6,811.5,820,825.8,805.4,809.8,815.3,809.7,810.2,816.4,803.5,814.6,806.1,804.9,801.6,810.8,783.6,786.8,787,770.8,775.4,792.5,784,753.6,756.4,751,734.2,736.8,726.6,727,698.3,703.8,674,660.6,633.6,621.2,600.6,550.2,557.8,480.4,457.5,385.2,400,357.8,317,244.7,157,125.8,141.8,98,29.8,35,74,33,19,14,11,18,NaN,NaN,NaN,NaN,12,NaN,10,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
831,814.2,813.5,813.2,831.4,815.5,815.1,826,817.6,806.6,814.8,804.5,820,820,806.6,803.6,810,801,798.2,799.1,796.6,800.6,778,785.7,777.8,777,785,769.2,759.8,745,730.9,725,719.4,722.4,691,670.4,641.7,632.4,636.6,601.2,591.8,559.8,531,525.3,481.8,426,400.2,268,321.8,209.8,130.2,106.1,73.2,97.7,54.5,33.1,33.4,40.8,28.1,63,14,11,39,11,13,11,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
822.4,828.7,826.6,820.4,821.4,818.9,818.1,806.5,820,809,816,822.2,805,799.5,803,810,808.8,798.8,800,806,784.4,797.2,784,800.2,767.3,767.2,756,762.3,752.5,756,735.5,720.6,713.5,708.1,707.1,660.5,676.4,658,664.1,613,587.8,538.6,520.4,508,469.5,419,403.4,355.8,180,151.2,87,170.6,60.4,93.4,76.6,33.4,42.2,37.6,32.1,23,17,15,16,22,NaN,12,NaN,NaN,NaN,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
822.5,828.1,819.8,817.3,812.2,815.9,820.6,814.4,814,818,804.7,819,806.8,804,799,819.4,812.6,797.6,801.2,790,802.8,783.1,785,782.2,781.4,758,760.8,770,769.2,731,722,707.4,707,710.2,689.5,690,644,649,641.2,600.6,584.8,552,516.4,467.4,453.4,455.1,407.4,335.4,301,301,98,227,62,33.6,113,92.3,35,46,43.6,31.4,19,33,18.4,22,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
825.1,815.6,822,826.8,819.3,819.5,816,807.4,816.2,811,823.4,805,805,813.5,813.8,801.2,798.2,797,796,794,799.2,797.8,776.5,782.8,778,772,765,761.6,746.8,749,738.5,734.3,726.8,699.6,684.5,677.4,670.2,635,609.9,611,560,590,504,519.5,478.8,409.5,359.6,332.8,243.5,132.5,198,188.4,97.8,77,113,47.2,24,53,23,19,49,24,17,18,11,16,15,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
825.5,812,817,813.6,819.4,812.2,809.3,804,826,823.6,808.8,816.6,804.2,806.6,804.2,818.2,801.6,797.6,796.5,779.6,791.2,793.3,783.6,782.6,774.3,771.6,782.5,778.6,736.1,731,727.5,738.5,721.1,695,685.7,682,642,623.4,612.6,589,593.5,532,544.5,494.1,425.4,417.7,286,266.2,278.1,266.8,168.8,165.4,100.4,95.8,63.9,78,72,43,19,41,50.2,22,23,21,16,13,11,16,11,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
813,825,809.6,818.4,831,814.2,811.4,817.8,812.5,821.4,811.2,795.7,818.2,814.6,812,803,796.6,817.2,808,809,795,793.6,767.9,773.5,763.1,763,761.9,750.8,745.2,749.2,725.2,738,702.2,687.7,696.8,683,654.2,634.7,621.6,583.6,582.6,453.2,491.1,490,456.8,395.5,289.8,345.6,306.7,215.2,208.2,142.5,70.8,97.8,60,35,61.5,27.8,25.6,24,26,25,10,NaN,11,11,13,14,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
823.4,816.9,815.2,826.5,809.2,821.2,826,817,808,815,806.2,815.6,802.5,806.3,803.8,801,803,803.4,791.1,790,796.4,784,778,799,772.5,775.2,761.8,752.4,734,735.5,731.6,731,703.6,692.8,690.3,678.4,623.6,644.2,629.2,595,584,545.2,519.6,490.6,452.6,413,324.9,295.4,304.4,238.2,179.2,130.2,111.9,96.8,157.2,66,89,41.4,49.3,25,28,22,15,16,19,11,18,NaN,10,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
822.2,831.3,828,812.2,829,812.4,808.6,814,813,823.8,816.6,795.9,816.4,806,800.8,798.8,791.5,789.9,781,788,782.6,773,773.7,773.2,769.9,763,753,743,750,739.2,710.8,708,687.3,702,677,656.3,641.1,586.6,607,573.4,570.2,496.6,509,489.2,471,415.4,224.2,319.4,199.5,221.9,100.3,134.1,98,34.5,121.6,76.3,58.5,40,24,36.9,56,30,15,10,27,10,30,12,NaN,NaN,NaN,10,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
824.3,819.4,818.7,825.5,823.8,823.2,817.4,812,808.6,806.5,813.4,811.4,800.6,818,810,801.6,795,801,793.2,787.7,775,773,778.7,760.4,767.6,773.8,753.4,746.6,748,733,697.4,700,696.1,678,677,649,646.8,621.7,608.2,573.6,571.6,544.2,506.9,497,435.2,377.5,348.5,267.6,128.8,164,172,95.6,126.6,43,93.4,78,34.7,34,29.6,20,18.9,34,20,11,10,18,22,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
