x_normal,Normal_pdf_mu_-1,Normal_pdf_mu_0,Normal_pdf_mu_1
0.436,0.191695382992907,0.191695382992907,0.191695382992907
0.437,0.191722389982246,0.191722389982246,0.191722389982246
0.438,0.191749352839119,0.191749352839119,0.191749352839119
0.439,0.191776271543836,0.191776271543836,0.191776271543836
0.44,0.191803146076739,0.191803146076739,0.191803146076739
0.441,0.1918299764182,0.1918299764182,0.1918299764182
0.442,0.191856762548621,0.191856762548621,0.191856762548621
0.443000000000001,0.191883504448434,0.191883504448434,0.191883504448434
0.444,0.191910202098102,0.191910202098102,0.191910202098102
0.445,0.19193685547812,0.19193685547812,0.19193685547812
0.446,0.191963464569011,0.191963464569011,0.191963464569011
0.447,0.191990029351329,0.191990029351329,0.191990029351329
0.448,0.19201654980566,0.19201654980566,0.19201654980566
0.449,0.192043025912619,0.192043025912619,0.192043025912619
0.45,0.192069457652852,0.192069457652852,0.192069457652852
0.451000000000001,0.192095845007037,0.192095845007037,0.192095845007037
0.452,0.192122187955881,0.192122187955881,0.192122187955881
0.453,0.192148486480122,0.192148486480122,0.192148486480122
0.454,0.192174740560528,0.192174740560528,0.192174740560528
0.455,0.1922009501779,0.1922009501779,0.1922009501779
0.456,0.192227115313067,0.192227115313067,0.192227115313067
0.457,0.19225323594689,0.19225323594689,0.19225323594689
0.458,0.192279312060262,0.192279312060262,0.192279312060262
0.459000000000001,0.192305343634105,0.192305343634105,0.192305343634105
0.46,0.192331330649371,0.192331330649371,0.192331330649371
0.461,0.192357273087047,0.192357273087047,0.192357273087047
0.462,0.192383170928145,0.192383170928145,0.192383170928145
0.463,0.192409024153713,0.192409024153713,0.192409024153713
0.464,0.192434832744828,0.192434832744828,0.192434832744828
0.465,0.192460596682597,0.192460596682597,0.192460596682597
0.466,0.192486315948159,0.192486315948159,0.192486315948159
0.467000000000001,0.192511990522683,0.192511990522683,0.192511990522683
0.468,0.192537620387372,0.192537620387372,0.192537620387372
0.469,0.192563205523455,0.192563205523455,0.192563205523455
0.47,0.192588745912198,0.192588745912198,0.192588745912198
0.471,0.192614241534892,0.192614241534892,0.192614241534892
0.472,0.192639692372864,0.192639692372864,0.192639692372864
0.473,0.192665098407469,0.192665098407469,0.192665098407469
0.474,0.192690459620095,0.192690459620095,0.192690459620095
0.475000000000001,0.192715775992161,0.192715775992161,0.192715775992161
0.476,0.192741047505115,0.192741047505115,0.192741047505115
0.477,0.192766274140439,0.192766274140439,0.192766274140439
0.478,0.192791455879645,0.192791455879645,0.192791455879645
0.479,0.192816592704277,0.192816592704277,0.192816592704277
0.48,0.192841684595908,0.192841684595908,0.192841684595908
0.481,0.192866731536145,0.192866731536145,0.192866731536145
0.482,0.192891733506626,0.192891733506626,0.192891733506626
0.483000000000001,0.192916690489018,0.192916690489018,0.192916690489018
0.484,0.192941602465023,0.192941602465023,0.192941602465023
0.485,0.19296646941637,0.19296646941637,0.19296646941637
0.486,0.192991291324824,0.192991291324824,0.192991291324824
0.487,0.193016068172177,0.193016068172177,0.193016068172177
0.488,0.193040799940257,0.193040799940257,0.193040799940257
0.489,0.19306548661092,0.19306548661092,0.19306548661092
0.49,0.193090128166054,0.193090128166054,0.193090128166054
0.491000000000001,0.193114724587581,0.193114724587581,0.193114724587581
0.492,0.193139275857451,0.193139275857451,0.193139275857451
0.493,0.193163781957648,0.193163781957648,0.193163781957648
0.494,0.193188242870187,0.193188242870187,0.193188242870187
0.495,0.193212658577115,0.193212658577115,0.193212658577115
0.496,0.193237029060509,0.193237029060509,0.193237029060509
0.497,0.19326135430248,0.19326135430248,0.19326135430248
0.498,0.193285634285169,0.193285634285169,0.193285634285169
0.499000000000001,0.193309868990749,0.193309868990749,0.193309868990749
0.5,0.193334058401425,0.193334058401425,0.193334058401425
0.501,0.193358202499433,0.193358202499433,0.193358202499433
0.502,0.193382301267043,0.193382301267043,0.193382301267043
0.503,0.193406354686554,0.193406354686554,0.193406354686554
0.504,0.193430362740299,0.193430362740299,0.193430362740299
0.505,0.19345432541064,0.19345432541064,0.19345432541064
0.506,0.193478242679975,0.193478242679975,0.193478242679975
0.507000000000001,0.19350211453073,0.19350211453073,0.19350211453073
0.508,0.193525940945365,0.193525940945365,0.193525940945365
0.509,0.193549721906372,0.193549721906372,0.193549721906372
0.51,0.193573457396273,0.193573457396273,0.193573457396273
0.511,0.193597147397624,0.193597147397624,0.193597147397624
0.512,0.193620791893013,0.193620791893013,0.193620791893013
0.513,0.193644390865058,0.193644390865058,0.193644390865058
0.514,0.193667944296411,0.193667944296411,0.193667944296411
0.515000000000001,0.193691452169755,0.193691452169755,0.193691452169755
0.516,0.193714914467806,0.193714914467806,0.193714914467806
0.517,0.193738331173311,0.193738331173311,0.193738331173311
0.518,0.193761702269049,0.193761702269049,0.193761702269049
0.519,0.193785027737834,0.193785027737834,0.193785027737834
0.52,0.193808307562507,0.193808307562507,0.193808307562507
0.521,0.193831541725946,0.193831541725946,0.193831541725946
0.522,0.193854730211059,0.193854730211059,0.193854730211059
0.523000000000001,0.193877873000785,0.193877873000785,0.193877873000785
0.524,0.193900970078099,0.193900970078099,0.193900970078099
0.525,0.193924021426004,0.193924021426004,0.193924021426004
0.526,0.193947027027539,0.193947027027539,0.193947027027539
0.527,0.193969986865772,0.193969986865772,0.193969986865772
0.528,0.193992900923805,0.193992900923805,0.193992900923805
0.529,0.194015769184773,0.194015769184773,0.194015769184773
0.53,0.194038591631842,0.194038591631842,0.194038591631842
0.531000000000001,0.194061368248212,0.194061368248212,0.194061368248212
0.532,0.194084099017112,0.194084099017112,0.194084099017112
0.533,0.194106783921808,0.194106783921808,0.194106783921808
0.534,0.194129422945596,0.194129422945596,0.194129422945596
0.535,0.194152016071803,0.194152016071803,0.194152016071803
0.536,0.194174563283791,0.194174563283791,0.194174563283791
0.537,0.194197064564955,0.194197064564955,0.194197064564955
0.538,0.194219519898719,0.194219519898719,0.194219519898719
0.539000000000001,0.194241929268543,0.194241929268543,0.194241929268543
0.54,0.194264292657918,0.194264292657918,0.194264292657918
0.541,0.194286610050368,0.194286610050368,0.194286610050368
0.542,0.194308881429449,0.194308881429449,0.194308881429449
0.543,0.19433110677875,0.19433110677875,0.19433110677875
0.544,0.194353286081894,0.194353286081894,0.194353286081894
0.545,0.194375419322534,0.194375419322534,0.194375419322534
0.546,0.194397506484357,0.194397506484357,0.194397506484357
0.547000000000001,0.194419547551084,0.194419547551084,0.194419547551084
0.548,0.194441542506467,0.194441542506467,0.194441542506467
0.549,0.194463491334291,0.194463491334291,0.194463491334291
0.55,0.194485394018375,0.194485394018375,0.194485394018375
0.551,0.194507250542568,0.194507250542568,0.194507250542568
0.552,0.194529060890755,0.194529060890755,0.194529060890755
0.553,0.194550825046852,0.194550825046852,0.194550825046852
0.554,0.194572542994808,0.194572542994808,0.194572542994808
0.555,0.194594214718606,0.194594214718606,0.194594214718606
0.556,0.19461584020226,0.19461584020226,0.19461584020226
0.557,0.194637419429819,0.194637419429819,0.194637419429819
0.558,0.194658952385363,0.194658952385363,0.194658952385363
0.559,0.194680439053006,0.194680439053006,0.194680439053006
0.56,0.194701879416895,0.194701879416895,0.194701879416895
0.561,0.19472327346121,0.19472327346121,0.19472327346121
0.562,0.194744621170163,0.194744621170163,0.194744621170163
0.563,0.194765922528,0.194765922528,0.194765922528
0.564,0.194787177519001,0.194787177519001,0.194787177519001
0.565,0.194808386127476,0.194808386127476,0.194808386127476
0.566,0.19482954833777,0.19482954833777,0.19482954833777
0.567,0.194850664134263,0.194850664134263,0.194850664134263
0.568000000000001,0.194871733501365,0.194871733501365,0.194871733501365
0.569,0.19489275642352,0.19489275642352,0.19489275642352
0.57,0.194913732885205,0.194913732885205,0.194913732885205
0.571,0.194934662870932,0.194934662870932,0.194934662870932
0.572,0.194955546365245,0.194955546365245,0.194955546365245
0.573,0.194976383352719,0.194976383352719,0.194976383352719
0.574,0.194997173817966,0.194997173817966,0.194997173817966
0.575,0.195017917745629,0.195017917745629,0.195017917745629
0.576000000000001,0.195038615120385,0.195038615120385,0.195038615120385
0.577,0.195059265926943,0.195059265926943,0.195059265926943
0.578,0.195079870150048,0.195079870150048,0.195079870150048
0.579,0.195100427774476,0.195100427774476,0.195100427774476
0.58,0.195120938785037,0.195120938785037,0.195120938785037
0.581,0.195141403166574,0.195141403166574,0.195141403166574
0.582,0.195161820903965,0.195161820903965,0.195161820903965
0.583,0.195182191982119,0.195182191982119,0.195182191982119
0.584000000000001,0.19520251638598,0.19520251638598,0.19520251638598
0.585,0.195222794100525,0.195222794100525,0.195222794100525
0.586,0.195243025110765,0.195243025110765,0.195243025110765
0.587,0.195263209401743,0.195263209401743,0.195263209401743
0.588,0.195283346958538,0.195283346958538,0.195283346958538
0.589,0.195303437766259,0.195303437766259,0.195303437766259
0.59,0.195323481810053,0.195323481810053,0.195323481810053
0.591,0.195343479075095,0.195343479075095,0.195343479075095
0.592000000000001,0.1953634295466,0.1953634295466,0.1953634295466
0.593,0.19538333320981,0.19538333320981,0.19538333320981
0.594,0.195403190050006,0.195403190050006,0.195403190050006
0.595,0.1954230000525,0.1954230000525,0.1954230000525
0.596,0.195442763202638,0.195442763202638,0.195442763202638
0.597,0.195462479485799,0.195462479485799,0.195462479485799
0.598,0.195482148887398,0.195482148887398,0.195482148887398
0.599,0.19550177139288,0.19550177139288,0.19550177139288
0.600000000000001,0.195521346987728,0.195521346987728,0.195521346987728
0.601,0.195540875657455,0.195540875657455,0.195540875657455
0.602,0.19556035738761,0.19556035738761,0.19556035738761
0.603,0.195579792163775,0.195579792163775,0.195579792163775
0.604,0.195599179971565,0.195599179971565,0.195599179971565
0.605,0.195618520796631,0.195618520796631,0.195618520796631
0.606,0.195637814624656,0.195637814624656,0.195637814624656
0.607,0.195657061441357,0.195657061441357,0.195657061441357
0.608000000000001,0.195676261232485,0.195676261232485,0.195676261232485
0.609,0.195695413983826,0.195695413983826,0.195695413983826
0.61,0.195714519681198,0.195714519681198,0.195714519681198
0.611,0.195733578310454,0.195733578310454,0.195733578310454
0.612,0.195752589857481,0.195752589857481,0.195752589857481
0.613,0.195771554308199,0.195771554308199,0.195771554308199
0.614,0.195790471648563,0.195790471648563,0.195790471648563
0.615,0.195809341864562,0.195809341864562,0.195809341864562
0.616000000000001,0.195828164942219,0.195828164942219,0.195828164942219
0.617,0.195846940867589,0.195846940867589,0.195846940867589
0.618,0.195865669626764,0.195865669626764,0.195865669626764
0.619,0.195884351205868,0.195884351205868,0.195884351205868
0.62,0.195902985591061,0.195902985591061,0.195902985591061
0.621,0.195921572768534,0.195921572768534,0.195921572768534
0.622,0.195940112724515,0.195940112724515,0.195940112724515
0.623,0.195958605445265,0.195958605445265,0.195958605445265
0.624000000000001,0.195977050917079,0.195977050917079,0.195977050917079
0.625,0.195995449126286,0.195995449126286,0.195995449126286
0.626,0.19601380005925,0.19601380005925,0.19601380005925
0.627,0.196032103702369,0.196032103702369,0.196032103702369
0.628,0.196050360042074,0.196050360042074,0.196050360042074
0.629,0.196068569064831,0.196068569064831,0.196068569064831
0.63,0.196086730757141,0.196086730757141,0.196086730757141
0.631,0.196104845105538,0.196104845105538,0.196104845105538
0.632000000000001,0.196122912096591,0.196122912096591,0.196122912096591
0.633,0.196140931716904,0.196140931716904,0.196140931716904
0.634,0.196158903953113,0.196158903953113,0.196158903953113
0.635,0.19617682879189,0.19617682879189,0.19617682879189
0.636,0.196194706219942,0.196194706219942,0.196194706219942
0.637,0.196212536224008,0.196212536224008,0.196212536224008
0.638,0.196230318790864,0.196230318790864,0.196230318790864
0.639,0.196248053907318,0.196248053907318,0.196248053907318
0.640000000000001,0.196265741560214,0.196265741560214,0.196265741560214
0.641,0.196283381736431,0.196283381736431,0.196283381736431
0.642,0.196300974422879,0.196300974422879,0.196300974422879
0.643,0.196318519606507,0.196318519606507,0.196318519606507
0.644,0.196336017274295,0.196336017274295,0.196336017274295
0.645,0.19635346741326,0.19635346741326,0.19635346741326
0.646,0.19637087001045,0.19637087001045,0.19637087001045
0.647,0.196388225052952,0.196388225052952,0.196388225052952
0.648000000000001,0.196405532527884,0.196405532527884,0.196405532527884
0.649,0.196422792422401,0.196422792422401,0.196422792422401
0.65,0.19644000472369,0.19644000472369,0.19644000472369
0.651,0.196457169418974,0.196457169418974,0.196457169418974
0.652,0.196474286495512,0.196474286495512,0.196474286495512
0.653,0.196491355940594,0.196491355940594,0.196491355940594
0.654,0.196508377741549,0.196508377741549,0.196508377741549
0.655,0.196525351885736,0.196525351885736,0.196525351885736
0.656000000000001,0.196542278360553,0.196542278360553,0.196542278360553
0.657,0.19655915715343,0.19655915715343,0.19655915715343
0.658,0.196575988251833,0.196575988251833,0.196575988251833
0.659,0.196592771643261,0.196592771643261,0.196592771643261
0.66,0.196609507315249,0.196609507315249,0.196609507315249
0.661,0.196626195255366,0.196626195255366,0.196626195255366
0.662,0.196642835451218,0.196642835451218,0.196642835451218
0.663,0.196659427890443,0.196659427890443,0.196659427890443
0.664000000000001,0.196675972560715,0.196675972560715,0.196675972560715
0.665,0.196692469449742,0.196692469449742,0.196692469449742
0.666,0.196708918545268,0.196708918545268,0.196708918545268
0.667,0.196725319835071,0.196725319835071,0.196725319835071
0.668,0.196741673306964,0.196741673306964,0.196741673306964
0.669,0.196757978948795,0.196757978948795,0.196757978948795
0.67,0.196774236748447,0.196774236748447,0.196774236748447
0.671,0.196790446693837,0.196790446693837,0.196790446693837
0.672000000000001,0.196806608772918,0.196806608772918,0.196806608772918
0.673,0.196822722973677,0.196822722973677,0.196822722973677
0.674,0.196838789284137,0.196838789284137,0.196838789284137
0.675,0.196854807692356,0.196854807692356,0.196854807692356
0.676,0.196870778186424,0.196870778186424,0.196870778186424
0.677,0.19688670075447,0.19688670075447,0.19688670075447
0.678,0.196902575384656,0.196902575384656,0.196902575384656
0.679,0.196918402065178,0.196918402065178,0.196918402065178
0.68,0.19693418078427,0.19693418078427,0.19693418078427
0.681,0.196949911530199,0.196949911530199,0.196949911530199
0.682,0.196965594291266,0.196965594291266,0.196965594291266
0.683,0.196981229055809,0.196981229055809,0.196981229055809
0.684,0.196996815812201,0.196996815812201,0.196996815812201
0.685,0.197012354548849,0.197012354548849,0.197012354548849
0.686,0.197027845254196,0.197027845254196,0.197027845254196
0.687,0.197043287916719,0.197043287916719,0.197043287916719
0.688,0.197058682524932,0.197058682524932,0.197058682524932
0.689,0.197074029067382,0.197074029067382,0.197074029067382
0.69,0.197089327532652,0.197089327532652,0.197089327532652
0.691,0.197104577909361,0.197104577909361,0.197104577909361
0.692,0.197119780186163,0.197119780186163,0.197119780186163
0.693000000000001,0.197134934351746,0.197134934351746,0.197134934351746
0.694,0.197150040394833,0.197150040394833,0.197150040394833
0.695,0.197165098304185,0.197165098304185,0.197165098304185
0.696,0.197180108068595,0.197180108068595,0.197180108068595
0.697,0.197195069676894,0.197195069676894,0.197195069676894
0.698,0.197209983117945,0.197209983117945,0.197209983117945
0.699,0.197224848380651,0.197224848380651,0.197224848380651
0.7,0.197239665453944,0.197239665453944,0.197239665453944
0.701000000000001,0.197254434326798,0.197254434326798,0.197254434326798
0.702,0.197269154988218,0.197269154988218,0.197269154988218
0.703,0.197283827427244,0.197283827427244,0.197283827427244
0.704,0.197298451632955,0.197298451632955,0.197298451632955
0.705,0.197313027594463,0.197313027594463,0.197313027594463
0.706,0.197327555300914,0.197327555300914,0.197327555300914
0.707,0.197342034741492,0.197342034741492,0.197342034741492
0.708,0.197356465905416,0.197356465905416,0.197356465905416
0.709000000000001,0.197370848781938,0.197370848781938,0.197370848781938
0.71,0.197385183360349,0.197385183360349,0.197385183360349
0.711,0.197399469629973,0.197399469629973,0.197399469629973
0.712,0.19741370758017,0.19741370758017,0.19741370758017
0.713,0.197427897200336,0.197427897200336,0.197427897200336
0.714,0.197442038479901,0.197442038479901,0.197442038479901
0.715,0.197456131408333,0.197456131408333,0.197456131408333
0.716,0.197470175975133,0.197470175975133,0.197470175975133
0.717000000000001,0.19748417216984,0.19748417216984,0.19748417216984
0.718,0.197498119982026,0.197498119982026,0.197498119982026
0.719,0.1975120194013,0.1975120194013,0.1975120194013
0.72,0.197525870417306,0.197525870417306,0.197525870417306
0.721,0.197539673019724,0.197539673019724,0.197539673019724
0.722,0.19755342719827,0.19755342719827,0.19755342719827
0.723,0.197567132942694,0.197567132942694,0.197567132942694
0.724,0.197580790242784,0.197580790242784,0.197580790242784
0.725000000000001,0.197594399088361,0.197594399088361,0.197594399088361
0.726,0.197607959469284,0.197607959469284,0.197607959469284
0.727,0.197621471375445,0.197621471375445,0.197621471375445
0.728,0.197634934796775,0.197634934796775,0.197634934796775
0.729,0.197648349723239,0.197648349723239,0.197648349723239
0.73,0.197661716144836,0.197661716144836,0.197661716144836
0.731,0.197675034051603,0.197675034051603,0.197675034051603
0.732,0.197688303433612,0.197688303433612,0.197688303433612
0.733000000000001,0.197701524280972,0.197701524280972,0.197701524280972
0.734,0.197714696583824,0.197714696583824,0.197714696583824
0.735,0.19772782033235,0.19772782033235,0.19772782033235
0.736,0.197740895516763,0.197740895516763,0.197740895516763
0.737,0.197753922127314,0.197753922127314,0.197753922127314
0.738,0.19776690015429,0.19776690015429,0.19776690015429
0.739,0.197779829588014,0.197779829588014,0.197779829588014
0.74,0.197792710418844,0.197792710418844,0.197792710418844
0.741000000000001,0.197805542637173,0.197805542637173,0.197805542637173
0.742,0.197818326233431,0.197818326233431,0.197818326233431
0.743,0.197831061198085,0.197831061198085,0.197831061198085
0.744,0.197843747521635,0.197843747521635,0.197843747521635
0.745,0.197856385194619,0.197856385194619,0.197856385194619
0.746,0.197868974207611,0.197868974207611,0.197868974207611
0.747,0.197881514551219,0.197881514551219,0.197881514551219
0.748,0.197894006216089,0.197894006216089,0.197894006216089
0.749000000000001,0.197906449192902,0.197906449192902,0.197906449192902
0.75,0.197918843472375,0.197918843472375,0.197918843472375
0.751,0.19793118904526,0.19793118904526,0.19793118904526
0.752,0.197943485902347,0.197943485902347,0.197943485902347
0.753,0.197955734034459,0.197955734034459,0.197955734034459
0.754,0.197967933432459,0.197967933432459,0.197967933432459
0.755,0.197980084087243,0.197980084087243,0.197980084087243
0.756,0.197992185989744,0.197992185989744,0.197992185989744
0.757000000000001,0.19800423913093,0.19800423913093,0.19800423913093
0.758,0.198016243501806,0.198016243501806,0.198016243501806
0.759,0.198028199093413,0.198028199093413,0.198028199093413
0.76,0.198040105896828,0.198040105896828,0.198040105896828
0.761,0.198051963903164,0.198051963903164,0.198051963903164
0.762,0.19806377310357,0.19806377310357,0.19806377310357
0.763,0.198075533489231,0.198075533489231,0.198075533489231
0.764,0.198087245051368,0.198087245051368,0.198087245051368
0.765000000000001,0.198098907781239,0.198098907781239,0.198098907781239
0.766,0.198110521670136,0.198110521670136,0.198110521670136
0.767,0.19812208670939,0.19812208670939,0.19812208670939
0.768,0.198133602890366,0.198133602890366,0.198133602890366
0.769,0.198145070204466,0.198145070204466,0.198145070204466
0.77,0.198156488643127,0.198156488643127,0.198156488643127
0.771,0.198167858197824,0.198167858197824,0.198167858197824
0.772,0.198179178860066,0.198179178860066,0.198179178860066
0.773000000000001,0.198190450621402,0.198190450621402,0.198190450621402
0.774,0.198201673473412,0.198201673473412,0.198201673473412
0.775,0.198212847407717,0.198212847407717,0.198212847407717
0.776,0.19822397241597,0.19822397241597,0.19822397241597
0.777,0.198235048489864,0.198235048489864,0.198235048489864
0.778,0.198246075621125,0.198246075621125,0.198246075621125
0.779,0.198257053801518,0.198257053801518,0.198257053801518
0.78,0.198267983022843,0.198267983022843,0.198267983022843
0.781000000000001,0.198278863276936,0.198278863276936,0.198278863276936
0.782,0.198289694555669,0.198289694555669,0.198289694555669
0.783,0.198300476850951,0.198300476850951,0.198300476850951
0.784,0.198311210154728,0.198311210154728,0.198311210154728
0.785,0.198321894458981,0.198321894458981,0.198321894458981
0.786,0.198332529755728,0.198332529755728,0.198332529755728
0.787,0.198343116037022,0.198343116037022,0.198343116037022
0.788,0.198353653294955,0.198353653294955,0.198353653294955
0.789000000000001,0.198364141521653,0.198364141521653,0.198364141521653
0.79,0.19837458070928,0.19837458070928,0.19837458070928
0.791,0.198384970850034,0.198384970850034,0.198384970850034
0.792,0.198395311936151,0.198395311936151,0.198395311936151
0.793,0.198405603959905,0.198405603959905,0.198405603959905
0.794,0.198415846913604,0.198415846913604,0.198415846913604
0.795,0.198426040789592,0.198426040789592,0.198426040789592
0.796,0.198436185580251,0.198436185580251,0.198436185580251
0.797000000000001,0.198446281278,0.198446281278,0.198446281278
0.798,0.198456327875292,0.198456327875292,0.198456327875292
0.799,0.198466325364618,0.198466325364618,0.198466325364618
0.8,0.198476273738506,0.198476273738506,0.198476273738506
0.801,0.198486172989519,0.198486172989519,0.198486172989519
0.802,0.198496023110258,0.198496023110258,0.198496023110258
0.803,0.198505824093359,0.198505824093359,0.198505824093359
0.804,0.198515575931495,0.198515575931495,0.198515575931495
0.805000000000001,0.198525278617376,0.198525278617376,0.198525278617376
0.806,0.198534932143748,0.198534932143748,0.198534932143748
0.807,0.198544536503394,0.198544536503394,0.198544536503394
0.808,0.198554091689133,0.198554091689133,0.198554091689133
0.809,0.198563597693821,0.198563597693821,0.198563597693821
0.81,0.19857305451035,0.19857305451035,0.19857305451035
0.811,0.198582462131649,0.198582462131649,0.198582462131649
0.812,0.198591820550683,0.198591820550683,0.198591820550683
0.813,0.198601129760454,0.198601129760454,0.198601129760454
0.814,0.198610389754001,0.198610389754001,0.198610389754001
0.815,0.198619600524399,0.198619600524399,0.198619600524399
0.816,0.198628762064759,0.198628762064759,0.198628762064759
0.817,0.198637874368231,0.198637874368231,0.198637874368231
0.818000000000001,0.198646937427998,0.198646937427998,0.198646937427998
0.819,0.198655951237283,0.198655951237283,0.198655951237283
0.82,0.198664915789344,0.198664915789344,0.198664915789344
0.821,0.198673831077475,0.198673831077475,0.198673831077475
0.822,0.198682697095009,0.198682697095009,0.198682697095009
0.823,0.198691513835312,0.198691513835312,0.198691513835312
0.824,0.198700281291791,0.198700281291791,0.198700281291791
0.825,0.198708999457886,0.198708999457886,0.198708999457886
0.826000000000001,0.198717668327076,0.198717668327076,0.198717668327076
0.827,0.198726287892875,0.198726287892875,0.198726287892875
0.828,0.198734858148835,0.198734858148835,0.198734858148835
0.829,0.198743379088545,0.198743379088545,0.198743379088545
0.83,0.198751850705628,0.198751850705628,0.198751850705628
0.831,0.198760272993748,0.198760272993748,0.198760272993748
0.832,0.198768645946602,0.198768645946602,0.198768645946602
0.833,0.198776969557925,0.198776969557925,0.198776969557925
0.834000000000001,0.19878524382149,0.19878524382149,0.19878524382149
0.835,0.198793468731105,0.198793468731105,0.198793468731105
0.836,0.198801644280615,0.198801644280615,0.198801644280615
0.837,0.198809770463903,0.198809770463903,0.198809770463903
0.838,0.198817847274887,0.198817847274887,0.198817847274887
0.839,0.198825874707523,0.198825874707523,0.198825874707523
0.84,0.198833852755804,0.198833852755804,0.198833852755804
0.841,0.19884178141376,0.19884178141376,0.19884178141376
0.842000000000001,0.198849660675455,0.198849660675455,0.198849660675455
0.843,0.198857490534993,0.198857490534993,0.198857490534993
0.844,0.198865270986515,0.198865270986515,0.198865270986515
0.845,0.198873002024195,0.198873002024195,0.198873002024195
0.846,0.198880683642249,0.198880683642249,0.198880683642249
0.847,0.198888315834925,0.198888315834925,0.198888315834925
0.848,0.198895898596512,0.198895898596512,0.198895898596512
0.849,0.198903431921333,0.198903431921333,0.198903431921333
0.850000000000001,0.198910915803749,0.198910915803749,0.198910915803749
0.851,0.198918350238157,0.198918350238157,0.198918350238157
0.852,0.198925735218992,0.198925735218992,0.198925735218992
0.853,0.198933070740726,0.198933070740726,0.198933070740726
0.854,0.198940356797867,0.198940356797867,0.198940356797867
0.855,0.198947593384961,0.198947593384961,0.198947593384961
0.856,0.198954780496588,0.198954780496588,0.198954780496588
0.857,0.198961918127369,0.198961918127369,0.198961918127369
0.858000000000001,0.198969006271959,0.198969006271959,0.198969006271959
0.859,0.198976044925051,0.198976044925051,0.198976044925051
0.86,0.198983034081376,0.198983034081376,0.198983034081376
0.861,0.198989973735699,0.198989973735699,0.198989973735699
0.862,0.198996863882824,0.198996863882824,0.198996863882824
0.863,0.199003704517593,0.199003704517593,0.199003704517593
0.864,0.199010495634882,0.199010495634882,0.199010495634882
0.865,0.199017237229607,0.199017237229607,0.199017237229607
0.866000000000001,0.199023929296719,0.199023929296719,0.199023929296719
0.867,0.199030571831206,0.199030571831206,0.199030571831206
0.868,0.199037164828093,0.199037164828093,0.199037164828093
0.869,0.199043708282445,0.199043708282445,0.199043708282445
0.87,0.199050202189359,0.199050202189359,0.199050202189359
0.871,0.199056646543972,0.199056646543972,0.199056646543972
0.872,0.199063041341458,0.199063041341458,0.199063041341458
0.873,0.199069386577027,0.199069386577027,0.199069386577027
0.874000000000001,0.199075682245928,0.199075682245928,0.199075682245928
0.875,0.199081928343443,0.199081928343443,0.199081928343443
0.876,0.199088124864896,0.199088124864896,0.199088124864896
0.877,0.199094271805644,0.199094271805644,0.199094271805644
0.878,0.199100369161083,0.199100369161083,0.199100369161083
0.879,0.199106416926647,0.199106416926647,0.199106416926647
0.88,0.199112415097803,0.199112415097803,0.199112415097803
0.881,0.199118363670061,0.199118363670061,0.199118363670061
0.882000000000001,0.199124262638963,0.199124262638963,0.199124262638963
0.883,0.19913011200009,0.19913011200009,0.19913011200009
0.884,0.19913591174906,0.19913591174906,0.19913591174906
0.885,0.199141661881529,0.199141661881529,0.199141661881529
0.886,0.199147362393189,0.199147362393189,0.199147362393189
0.887,0.199153013279768,0.199153013279768,0.199153013279768
0.888,0.199158614537034,0.199158614537034,0.199158614537034
0.889,0.199164166160789,0.199164166160789,0.199164166160789
0.890000000000001,0.199169668146876,0.199169668146876,0.199169668146876
0.891,0.19917512049117,0.19917512049117,0.19917512049117
0.892,0.199180523189587,0.199180523189587,0.199180523189587
0.893,0.199185876238079,0.199185876238079,0.199185876238079
0.894,0.199191179632635,0.199191179632635,0.199191179632635
0.895,0.199196433369281,0.199196433369281,0.199196433369281
0.896,0.199201637444081,0.199201637444081,0.199201637444081
0.897,0.199206791853134,0.199206791853134,0.199206791853134
0.898000000000001,0.19921189659258,0.19921189659258,0.19921189659258
0.899,0.199216951658592,0.199216951658592,0.199216951658592
0.9,0.199221957047382,0.199221957047382,0.199221957047382
0.901,0.1992269127552,0.1992269127552,0.1992269127552
0.902,0.199231818778332,0.199231818778332,0.199231818778332
0.903,0.199236675113101,0.199236675113101,0.199236675113101
0.904,0.199241481755868,0.199241481755868,0.199241481755868
0.905,0.199246238703031,0.199246238703031,0.199246238703031
0.906000000000001,0.199250945951024,0.199250945951024,0.199250945951024
0.907,0.19925560349632,0.19925560349632,0.19925560349632
0.908,0.199260211335429,0.199260211335429,0.199260211335429
0.909,0.199264769464897,0.199264769464897,0.199264769464897
0.91,0.199269277881307,0.199269277881307,0.199269277881307
0.911,0.199273736581282,0.199273736581282,0.199273736581282
0.912,0.199278145561477,0.199278145561477,0.199278145561477
0.913,0.199282504818591,0.199282504818591,0.199282504818591
0.914000000000001,0.199286814349354,0.199286814349354,0.199286814349354
0.915,0.199291074150537,0.199291074150537,0.199291074150537
0.916,0.199295284218947,0.199295284218947,0.199295284218947
0.917,0.199299444551429,0.199299444551429,0.199299444551429
0.918,0.199303555144863,0.199303555144863,0.199303555144863
0.919,0.199307615996169,0.199307615996169,0.199307615996169
0.92,0.199311627102303,0.199311627102303,0.199311627102303
0.921,0.199315588460257,0.199315588460257,0.199315588460257
0.922000000000001,0.199319500067063,0.199319500067063,0.199319500067063
0.923,0.199323361919788,0.199323361919788,0.199323361919788
0.924,0.199327174015538,0.199327174015538,0.199327174015538
0.925,0.199330936351455,0.199330936351455,0.199330936351455
