752,656,387.5,30.5
755.5,662,440.5,34
754.5,648.5,367,41.5
755.5,665.5,424.5,46
735,643,430,41
752,647,431.5,29
740.5,627,431.5,40
740.5,654,384,26
741,634.5,415,41
740,643,376.5,31
743.5,635,399.5,29.5
738.5,634,382.5,34
750,626.5,398.5,17.5
745.5,627,407,21
750,618.5,383.5,56
732.5,610,360,20
739,620,370.5,13.5
720,605,375,14.5
726,596.5,397,18
714,590.5,377.5,41
730.5,604.5,387.5,10.5
726.5,602,368,17.5
711,579.5,344,28.5
703.5,573.5,351,18.5
709,594,328.5,22.5
696.5,580.5,323,35.5
702,577.5,326.5,17.5
692.5,549,311.5,19.5
685.5,559,339,81
685,534.5,335,19
678.5,524.5,281,56.5
679,527.5,331,41
672.5,540.5,326.5,19
672.5,535,308.5,27.5
655,522.5,313.5,30.5
656.5,484,303,22.5
656.5,508.5,289,46.5
652.5,512,256,20
625.5,519,290,32.5
616,473,302.5,25.5
626,484.5,230,19.5
633.5,503,294,31.5
630,485.5,249,11.5
598.5,478,254.5,30
614.5,459,298,25
601.5,463,54,33
591,465,271.5,58
614,470.5,252,11
586.5,456.5,233.5,14.5
580,453.5,210.5,16.5
567.5,442,209.5,39.5
576.5,394.5,133,32.5
561.5,452.5,233.5,32.5
539.5,432.5,171.5,55
572.5,438,221,39.5
546,424,199.5,43
558,421,163.5,51.5
532.5,412.5,168.5,20.5
555.5,384.5,196,67.5
545,410,173.5,33.5
540,409.5,233.5,30
546.5,390.5,177,34
532.5,406.5,188.5,51.5
526,403,112.5,31.5
526.5,390.5,149,52.5
520,391.5,189.5,30
506.5,379,189.5,27
512.5,382.5,205.5,28
497,355,86,28
513,356.5,139.5,24.5
492.5,351.5,163,30
494,369.5,182.5,9
479,330.5,143,36
487,356,197.5,18.5
490,363,43,24
469,357,127,26.5
463.5,321.5,83.5,14.5
459.5,323.5,139.5,45.5
466.5,341.5,184,22.5
475.5,328,177,14
