0.04748,0.11932,0.26904,0.50004
0.047621,0.11962,0.26937,0.50006
0.047887,0.12014,0.26978,0.49992
0.048266,0.12086,0.27035,0.50027
0.048718,0.12164,0.27172,0.49991
0.04928,0.12283,0.27276,0.49991
0.049956,0.1241,0.27419,0.50013
0.050737,0.12552,0.27592,0.49985
0.051689,0.12714,0.27751,0.5002
0.052633,0.12932,0.27909,0.50023
0.053847,0.13107,0.28163,0.50032
0.054981,0.13283,0.28355,0.50086
0.056307,0.13601,0.28559,0.50043
0.057987,0.13821,0.28807,0.50038
0.059471,0.1403,0.29091,0.4997
0.06118,0.14295,0.2925,0.49993
0.063044,0.14632,0.29569,0.50041
0.065319,0.14936,0.2979,0.50018
0.066966,0.15191,0.30129,0.49922
0.069351,0.15561,0.30331,0.50016
0.071351,0.15748,0.30616,0.50085
0.073991,0.16157,0.30807,0.49969
0.076709,0.16547,0.31178,0.50139
0.079438,0.16807,0.31335,0.49967
0.081971,0.17233,0.31765,0.49999
0.084341,0.17541,0.31876,0.50014
0.087829,0.1792,0.32279,0.50009
0.090771,0.18278,0.32305,0.50118
0.093381,0.18647,0.32602,0.50014
0.096793,0.19055,0.32951,0.49981
0.099684,0.19463,0.33168,0.50149
0.10286,0.19704,0.33354,0.49947
0.1061,0.20038,0.33609,0.5002
0.11027,0.20259,0.33974,0.49954
0.11265,0.20827,0.34184,0.49879
0.1158,0.21162,0.34501,0.5003
0.119,0.21594,0.34717,0.50247
0.12242,0.21694,0.34829,0.4999
0.12626,0.22175,0.3497,0.5
0.12989,0.2257,0.35195,0.49933
0.13296,0.22721,0.35384,0.49892
0.13624,0.23254,0.3552,0.50016
0.13946,0.23404,0.35833,0.50126
0.14332,0.23694,0.35908,0.49942
0.14674,0.24086,0.3629,0.49977
0.15036,0.24412,0.36568,0.5011
0.15406,0.24667,0.36538,0.50199
0.15732,0.2507,0.3664,0.50041
0.16104,0.25449,0.36858,0.50008
0.16355,0.25484,0.37246,0.49993
0.16711,0.26043,0.37343,0.49925
0.16774,0.26154,0.37597,0.50066
0.1723,0.26456,0.37522,0.49989
0.17597,0.26686,0.3786,0.4994
0.18048,0.26963,0.38087,0.50062
0.18257,0.27202,0.38119,0.5
0.18427,0.27465,0.38524,0.49962
0.19061,0.27781,0.38358,0.50101
0.19218,0.28118,0.38628,0.49931
0.1949,0.28288,0.38715,0.49914
0.19858,0.28467,0.38651,0.49964
0.2012,0.28751,0.38986,0.50066
0.2046,0.28988,0.39108,0.49806
0.20629,0.29284,0.3908,0.50133
0.20884,0.29382,0.39371,0.49891
0.2107,0.29568,0.3936,0.49777
0.21542,0.29817,0.39606,0.49981
0.2177,0.29984,0.39561,0.50004
0.21931,0.30212,0.39935,0.50125
0.22296,0.30531,0.39889,0.49878
0.22667,0.30739,0.40098,0.49861
0.22701,0.30953,0.39842,0.4986
0.23103,0.31099,0.40452,0.5006
0.23275,0.31221,0.40209,0.49895
0.23518,0.31506,0.40639,0.50086
0.23784,0.318,0.40543,0.5015
0.23774,0.31947,0.40575,0.50087
0.24161,0.31952,0.40697,0.4983
0.24241,0.3227,0.41019,0.50171
0.24501,0.32421,0.41002,0.50177
