0.464,0.441,0.34,0.192
0.491,0.42,0.364,0.178
0.474,0.456,0.385,0.18
0.482,0.476,0.33,0.187
0.485,0.461,0.355,0.194
0.521,0.443,0.347,0.173
0.481,0.428,0.334,0.173
0.513,0.436,0.364,0.179
0.498,0.437,0.377,0.182
0.483,0.413,0.339,0.184
0.485,0.435,0.358,0.191
0.494,0.402,0.356,0.173
0.499,0.428,0.367,0.185
0.508,0.445,0.353,0.178
0.472,0.467,0.366,0.182
0.492,0.443,0.336,0.175
0.484,0.398,0.325,0.179
0.481,0.463,0.329,0.185
0.489,0.409,0.335,0.186
0.437,0.433,0.356,0.185
0.483,0.443,0.342,0.187
0.473,0.466,0.338,0.186
0.48,0.416,0.327,0.162
0.452,0.419,0.339,0.17
0.463,0.413,0.323,0.196
0.445,0.399,0.304,0.173
0.449,0.411,0.334,0.18
0.457,0.413,0.32,0.175
0.447,0.411,0.332,0.188
0.485,0.418,0.306,0.187
0.445,0.401,0.34,0.157
0.459,0.398,0.305,0.166
0.457,0.404,0.289,0.188
0.468,0.41,0.316,0.194
0.46,0.416,0.289,0.174
0.486,0.424,0.314,0.177
0.434,0.383,0.318,0.19
0.453,0.388,0.325,0.202
0.431,0.379,0.309,0.186
0.459,0.381,0.287,0.18
0.411,0.371,0.286,0.185
0.474,0.383,0.281,0.178
0.425,0.373,0.29,0.2
0.452,0.394,0.283,0.166
0.422,0.381,0.301,0.187
0.429,0.37,0.292,0.184
0.441,0.382,0.302,0.209
0.422,0.379,0.285,0.183
0.407,0.358,0.274,0.179
0.42,0.383,0.293,0.192
0.431,0.375,0.291,0.177
0.399,0.353,0.283,0.177
0.402,0.359,0.286,0.169
0.378,0.381,0.281,0.153
0.419,0.351,0.269,0.184
0.419,0.334,0.282,0.168
0.382,0.332,0.269,0.196
0.39,0.353,0.273,0.181
0.435,0.383,0.267,0.197
0.42,0.348,0.245,0.174
0.387,0.337,0.282,0.195
0.382,0.343,0.299,0.189
0.399,0.35,0.284,0.189
0.4,0.348,0.277,0.161
0.37,0.331,0.278,0.174
0.376,0.292,0.266,0.181
0.403,0.359,0.276,0.167
0.365,0.328,0.27,0.182
0.389,0.332,0.255,0.158
0.376,0.342,0.245,0.192
0.35,0.339,0.259,0.206
0.394,0.321,0.259,0.196
0.386,0.308,0.265,0.187
0.377,0.316,0.263,0.196
0.39,0.32,0.267,0.184
0.386,0.306,0.251,0.191
0.374,0.336,0.251,0.169
0.38,0.326,0.271,0.195
0.383,0.332,0.24,0.188
0.394,0.298,0.262,0.172
0.365,0.303,0.234,0.183
0.376,0.322,0.261,0.197
0.378,0.321,0.232,0.168
0.378,0.318,0.235,0.194
0.355,0.33,0.244,0.173
0.377,0.312,0.247,0.176
0.394,0.317,0.233,0.183
0.413,0.302,0.27,0.186
0.359,0.32,0.227,0.185
0.36,0.309,0.242,0.193
0.358,0.29,0.253,0.205
0.353,0.293,0.259,0.195
0.374,0.281,0.241,0.169
0.348,0.342,0.24,0.194
0.338,0.304,0.252,0.173
0.337,0.296,0.232,0.173
0.356,0.3,0.267,0.186
0.336,0.278,0.239,0.173
0.361,0.308,0.237,0.175
0.359,0.286,0.268,0.2
0.361,0.287,0.26,0.175
0.322,0.288,0.251,0.186
0.348,0.299,0.246,0.176
0.357,0.305,0.243,0.197
0.374,0.268,0.222,0.19
0.334,0.293,0.237,0.199
0.328,0.273,0.253,0.161
0.355,0.292,0.24,0.179
0.319,0.288,0.242,0.188
0.332,0.293,0.232,0.174
0.324,0.309,0.233,0.196
0.345,0.266,0.246,0.194
0.358,0.276,0.243,0.172
0.342,0.285,0.233,0.171
0.348,0.275,0.242,0.192
0.327,0.282,0.228,0.179
0.311,0.281,0.227,0.183
0.322,0.281,0.246,0.192
0.338,0.261,0.23,0.174
0.321,0.291,0.23,0.171
